block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,99.004997,178209,8193,2048,3325,2318,3331,2295,80.001953,59.064690,69.033005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.485001,182673,33,112,8402,0,8370,2,22.758621,99.988075,99.326202,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.543892,182779,49,96,6348,0,6297,1,33.793102,99.992096,99.241653,
1,cube0,99.116112,178409,8193,2048,3506,2372,3538,2365,80.001953,59.791191,69.189903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.577774,182840,33,176,8382,1,8390,1,15.789474,99.988075,98.951897,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.652222,182974,49,160,6351,0,6294,1,23.444977,99.992096,98.747566,
2,cube0,99.213333,178584,8193,2048,3273,2365,3259,2372,80.001953,57.964329,68.456535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.618332,179313,33,96,8247,1,8269,1,25.581396,99.987892,99.411308,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.633331,179340,33,96,6198,1,6191,0,25.581396,99.991928,99.225174,
3,cube0,99.043892,178279,8193,2048,2513,3138,2483,3135,80.001953,44.334015,61.315666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.923889,194263,49,144,7731,1,7745,1,25.388601,99.987076,99.068344,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.938332,194289,113,64,4635,1,4650,0,63.841808,99.989227,99.313118,
4,cube0,99.037781,178268,8193,2048,2483,3415,2513,3370,80.001953,42.407265,59.890110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
