block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,31.625000,56925,0.140039,0.134160,0.050090,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,39.756668,71562,0.072907,0.038140,0.010349,0.024419,0.000000,0.071408,0.007855,0.136047,
0,vector1,NA,NA,NA,NA,NA,NA,38.075001,68535,0.048605,0.025426,0.006899,0.016279,0.000000,0.060388,0.004251,0.107119,
1,cube0,31.605000,56889,0.148450,0.141292,0.054509,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,33.772778,60791,0.072907,0.038140,0.010349,0.024419,0.000000,0.054444,0.000000,0.136059,
1,vector1,NA,NA,NA,NA,NA,NA,33.794998,60831,0.048605,0.025426,0.006899,0.016279,0.000000,0.033075,0.000000,0.107132,
2,cube0,32.262222,58072,0.147558,0.145194,0.056615,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,39.741665,71535,0.072907,0.038140,0.010349,0.024419,0.000000,0.069276,0.009625,0.136047,
2,vector1,NA,NA,NA,NA,NA,NA,37.996113,68393,0.048605,0.025426,0.006899,0.016279,0.000000,0.057274,0.004509,0.107132,
3,cube0,32.422779,58361,0.153618,0.148127,0.056124,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,33.725555,60706,0.072907,0.038140,0.010349,0.024419,0.000000,0.041537,0.000000,0.136021,
3,vector1,NA,NA,NA,NA,NA,NA,33.747776,60746,0.048605,0.025426,0.006899,0.016279,0.000000,0.032894,0.000000,0.107106,
4,cube0,30.302221,54544,0.169302,0.162196,0.056512,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,39.423332,70962,0.072907,0.038140,0.010349,0.024419,0.000000,0.077984,0.008307,0.136059,
4,vector1,NA,NA,NA,NA,NA,NA,37.802776,68045,0.048605,0.025426,0.006899,0.016279,0.000000,0.078760,0.004625,0.107119,
5,cube0,31.044445,55880,0.135000,0.132791,0.048411,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,33.686668,60636,0.072907,0.038140,0.010349,0.024419,0.000000,0.053230,0.000000,0.136059,
5,vector1,NA,NA,NA,NA,NA,NA,33.710556,60679,0.048605,0.025426,0.006899,0.016279,0.000000,0.036395,0.000000,0.107132,
6,cube0,31.410000,56538,0.143669,0.141550,0.053902,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,39.373333,70872,0.072907,0.038140,0.010349,0.024419,0.000000,0.062933,0.008514,0.136059,
6,vector1,NA,NA,NA,NA,NA,NA,37.786667,68016,0.048605,0.025426,0.006899,0.016279,0.000000,0.056072,0.004574,0.107145,
7,cube0,31.527779,56750,0.142972,0.137842,0.047532,0.000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,33.628887,60532,0.072907,0.038140,0.010349,0.024419,0.000000,0.039380,0.000000,0.136034,
