Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
LightningIndexer_468c104183baa47aac33ce774c8668e0_570622209_mix_aic,mix,43.280865,20,40,0,552006,1800,1800,
