block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,30.787777,55418,513,1089,1,1653,1,1663,32.022472,0.060277,10.467480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.421665,70959,4,146,2124,5,2168,8,2.666667,99.698029,96.430977,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.829445,68093,3,98,1465,1,1420,2,2.970297,99.896118,96.620941,
1,cube0,31.755556,57160,514,1088,123,1537,122,1536,32.084892,7.383966,15.426829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.541111,60374,4,98,1764,1,1754,3,3.921569,99.886429,97.185432,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.513889,60325,3,66,1185,0,1180,1,4.347826,99.957733,97.248459,
2,cube0,32.197224,57955,514,1088,68,1585,73,1592,32.084892,4.249548,13.313008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.517223,71131,4,146,2158,1,2150,0,2.666667,99.976791,96.703300,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.930557,68275,3,98,1437,1,1452,0,2.970297,99.965401,96.690071,
3,cube0,32.026669,57648,514,1088,55,1607,54,1602,32.084892,3.285111,12.662601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.507778,60314,4,98,1760,1,1764,0,3.921569,99.971634,97.270470,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.495556,60292,3,66,1184,1,1179,0,4.347826,99.957695,97.246201,
4,cube0,32.080555,57745,513,1089,120,1538,125,1535,32.022472,7.383966,15.406504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.223331,70602,4,146,2166,1,2138,0,2.666667,99.976768,96.700340,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.575554,67636,3,98,1421,1,1469,0,2.970297,99.965408,96.691177,
5,cube0,31.959444,57527,514,1088,3,1665,2,1648,32.084892,0.150693,10.548780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.447777,60206,4,98,1772,0,1748,1,3.921569,99.971596,97.267456,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.398888,60118,3,66,1174,0,1194,1,4.347826,99.957787,97.251846,
6,cube0,31.894444,57410,514,1088,2,1656,3,1657,32.084892,0.150693,10.548780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.187222,70537,4,146,2160,0,2142,1,2.666667,99.976761,96.698853,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.557777,67604,3,98,1433,0,1453,1,2.970297,99.965363,96.686745,
7,cube0,31.951111,57512,514,1088,123,1538,122,1535,32.084892,7.383966,15.426829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.407776,60134,4,98,1747,0,1774,1,3.921569,99.971603,97.268211,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.359444,60047,3,66,1195,1,1168,0,4.347826,99.957695,97.246201,
8,cube0,24.550556,44191,2,1088,120,1027,125,1022,0.183486,10.680035,7.299054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.851112,71732,4,146,1798,1,1736,0,2.666667,99.971710,96.010857,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.967777,68342,3,98,1156,0,1217,1,2.970297,99.957878,96.000000,
9,cube0,24.397778,43916,2,1088,2,1145,3,1144,0.183486,0.217960,0.206856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.332222,59998,4,98,1182,2,1184,0,3.921569,99.915543,95.951416,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.299999,59940,3,66,797,1,795,0,4.347826,99.937225,95.968712,
10,cube0,24.731112,44516,1,1089,122,1024,123,1025,0.091743,10.680035,7.269504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.325001,59985,4,98,1173,1,1192,1,3.921569,99.915504,95.949776,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.295555,59932,3,66,797,6,787,2,4.347826,99.497490,95.544853,
11,cube0,24.190001,43542,2,1088,130,1020,115,1029,0.183486,10.680035,7.299054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.728333,71511,4,146,1758,0,1774,1,2.666667,99.971695,96.008690,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.989445,68381,3,98,1194,0,1181,1,2.970297,99.957916,96.003227,
12,cube0,24.543333,44178,2,1088,124,1025,121,1024,0.183486,10.680035,7.299054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.309444,59957,4,98,1174,1,1189,0,3.921569,99.957695,95.985405,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.291111,59924,3,66,803,0,790,1,4.347826,99.937263,95.971138,
13,cube0,24.361666,43851,1,1089,3,1145,2,1144,0.091743,0.217960,0.177305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.290001,59922,4,98,1185,0,1179,1,3.921569,99.957718,95.987030,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.268890,59884,3,66,795,1,799,0,4.347826,99.937302,95.973557,
14,cube0,24.667223,44401,2,1088,123,1023,122,1026,0.183486,10.680035,7.299054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.728889,71512,4,146,1760,0,1773,1,2.666667,99.971703,96.009773,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.975555,68356,3,98,1194,0,1179,2,2.970297,99.915787,95.961227,
15,cube0,24.931110,44876,2,1088,3,1144,2,1145,0.183486,0.217960,0.206856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.275002,59895,4,98,1194,1,1170,0,3.921569,99.957718,95.987030,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.256668,59862,3,66,783,0,809,1,4.347826,99.937225,95.968712,
16,cube0,25.631666,46137,1,1089,119,1029,126,1020,0.091743,10.680035,7.269504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.270000,59886,4,98,1182,1,1184,0,3.921569,99.957756,95.990280,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.245556,59842,3,66,796,0,796,1,4.347826,99.937225,95.968712,
17,cube0,25.618334,46113,2,1088,3,1145,2,1144,0.183486,0.217960,0.206856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
