block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,99.205559,178570,0.381046,0.251336,0.052197,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,101.747780,183146,0.118003,0.094670,0.006517,0.016817,0.000000,0.248028,0.511512,0.013198,
0,vector1,NA,NA,NA,NA,NA,NA,101.767776,183182,0.088754,0.071006,0.005135,0.012613,0.000000,0.195150,0.406792,0.002603,
1,cube0,99.305000,178749,0.369985,0.240280,0.051772,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,101.788330,183219,0.118003,0.094670,0.006517,0.016817,0.000000,0.252513,0.515611,0.023709,
1,vector1,NA,NA,NA,NA,NA,NA,101.788887,183220,0.088754,0.071006,0.005135,0.012613,0.000000,0.194394,0.405285,0.002603,
2,cube0,99.567780,179222,0.384354,0.253949,0.052623,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,99.998886,179998,0.117688,0.094665,0.006206,0.016817,0.000000,0.249109,0.517072,0.012292,
2,vector1,NA,NA,NA,NA,NA,NA,99.993889,179989,0.088438,0.071001,0.004825,0.012613,0.000000,0.181962,0.397848,0.001727,
3,cube0,99.410553,178939,0.393313,0.264094,0.052197,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,108.252220,194854,0.103979,0.082848,0.006416,0.014715,0.000000,0.227893,0.433994,0.015075,
3,vector1,NA,NA,NA,NA,NA,NA,108.302780,194945,0.059760,0.047347,0.004004,0.008408,0.000000,0.129499,0.262568,0.014229,
4,cube0,99.491669,179085,0.391331,0.262007,0.051772,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,106.220001,191196,0.103664,0.082843,0.006106,0.014715,0.000000,0.213949,0.426261,0.024965,
4,vector1,NA,NA,NA,NA,NA,NA,106.280556,191305,0.059444,0.047342,0.003694,0.008408,0.000000,0.133704,0.269725,0.024124,
5,cube0,99.562225,179212,0.386897,0.257793,0.051346,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,102.211113,183980,0.103033,0.082833,0.005485,0.014715,0.000000,0.214134,0.429209,0.012497,
5,vector1,NA,NA,NA,NA,NA,NA,102.246109,184043,0.058814,0.047332,0.003073,0.008408,0.000000,0.126887,0.269429,0.011657,
6,cube0,99.513336,179124,0.367943,0.241376,0.050931,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,102.102776,183785,0.118003,0.094670,0.006517,0.016817,0.000000,0.251882,0.515210,0.013198,
6,vector1,NA,NA,NA,NA,NA,NA,102.209442,183977,0.088754,0.071006,0.005135,0.012613,0.000000,0.194454,0.407027,0.002603,
7,cube0,99.556664,179202,0.377007,0.246802,0.050506,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,102.248886,184048,0.118003,0.094670,0.006517,0.016817,0.000000,0.250641,0.515886,0.023659,
7,vector1,NA,NA,NA,NA,NA,NA,102.198334,183957,0.088754,0.071006,0.005135,0.012613,0.000000,0.181927,0.396441,0.002603,
8,cube0,99.552780,179195,0.386722,0.255811,0.052197,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,99.912224,179842,0.117688,0.094665,0.006206,0.016817,0.000000,0.239855,0.508539,0.012297,
8,vector1,NA,NA,NA,NA,NA,NA,99.966110,179939,0.088438,0.071001,0.004825,0.012613,0.000000,0.184354,0.400946,0.001727,
9,cube0,99.676109,179417,0.393258,0.261141,0.051216,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
