block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,99.205559,178570,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,101.747780,183146,110.193077,82.832642,0.001338,0.087896,
0,vector1,NA,NA,101.767776,183182,83.556145,63.268066,0.001338,0.083615,
1,cube0,99.305000,178749,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,101.788330,183219,110.193077,83.106628,0.001338,0.087896,
1,vector1,NA,NA,101.788887,183220,83.556145,63.542057,0.001338,0.083615,
2,cube0,99.567780,179222,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,99.998886,179998,108.619774,80.826950,0.001338,0.087896,
2,vector1,NA,NA,99.993889,179989,81.982841,61.262375,0.001338,0.083615,
3,cube0,99.410553,178939,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,108.252220,194854,100.573471,78.226189,0.001338,0.085756,
3,vector1,NA,NA,108.302780,194945,59.597034,47.969597,0.001338,0.079334,
4,cube0,99.491669,179085,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,106.220001,191196,99.000168,76.494484,0.001338,0.085756,
4,vector1,NA,NA,106.280556,191305,58.023731,46.237896,0.001338,0.079334,
5,cube0,99.562225,179212,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,102.211113,183980,95.853569,72.209122,0.001338,0.085756,
5,vector1,NA,NA,102.246109,184043,54.877132,41.952526,0.001338,0.079334,
6,cube0,99.513336,179124,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,102.102776,183785,110.193077,82.901138,0.001338,0.087896,
6,vector1,NA,NA,102.209442,183977,83.556145,63.336563,0.001338,0.083615,
7,cube0,99.556664,179202,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,102.248886,184048,110.193077,83.175125,0.001338,0.087896,
7,vector1,NA,NA,102.198334,183957,83.556145,63.610554,0.001338,0.083615,
8,cube0,99.552780,179195,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,99.912224,179842,108.619774,80.826950,0.001338,0.087896,
8,vector1,NA,NA,99.966110,179939,81.982841,61.262375,0.001338,0.083615,
9,cube0,99.676109,179417,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,108.053886,194497,100.573471,78.157692,0.001338,0.085756,
9,vector1,NA,NA,108.152222,194674,59.597034,47.901100,0.001338,0.079334,
10,cube0,99.828888,179692,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,108.239441,194831,100.573471,78.431686,0.001338,0.085756,
10,vector1,NA,NA,108.297775,194936,59.597034,48.175091,0.001338,0.079334,
11,cube0,99.675552,179416,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,99.984444,179972,94.280273,70.203430,0.001338,0.085756,
11,vector1,NA,NA,100.074997,180135,53.303833,39.946838,0.001338,0.079334,
12,cube0,99.485001,179073,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,102.040558,183673,110.193077,82.901138,0.001338,0.087896,
12,vector1,NA,NA,102.133331,183840,83.556145,63.336563,0.001338,0.083615,
13,cube0,99.639999,179352,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,102.234444,184022,110.193077,83.175125,0.001338,0.087896,
13,vector1,NA,NA,102.257774,184064,83.556145,63.610554,0.001338,0.083615,
14,cube0,99.570000,179226,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,102.197220,183955,110.193077,82.901138,0.001338,0.087896,
14,vector1,NA,NA,102.228889,184012,83.556145,63.336563,0.001338,0.083615,
15,cube0,99.465553,179038,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,106.068336,190923,99.000168,76.220497,0.001338,0.085756,
15,vector1,NA,NA,106.141670,191055,58.023731,45.963905,0.001338,0.079334,
16,cube0,99.683334,179430,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,108.349998,195030,100.573471,78.431686,0.001338,0.085756,
16,vector1,NA,NA,108.242775,194837,59.597034,48.175091,0.001338,0.079334,
17,cube0,99.948334,179907,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,102.128334,183831,95.853569,72.140625,0.001338,0.085756,
17,vector1,NA,NA,102.162781,183893,54.877132,41.884029,0.001338,0.079334,
18,cube0,98.725555,177706,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,98.909447,178037,108.619774,80.826950,0.001338,0.087896,
18,vector1,NA,NA,98.949448,178109,81.982841,61.262375,0.001338,0.083615,
19,cube0,98.583336,177450,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,98.568336,177423,13.348434,10.120493,0.000268,0.071842,
19,vector1,NA,NA,98.549446,177389,0.029968,0.338206,0.000268,0.069701,
