block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,42.143333,75858,5.951667,0.112296,4.563889,0.086111,10.062222,0.189853,0.001111,0.000021,3433.227539,10.100555,0.190577,120.855057,0.000000,12.363889,0.233281,0.427222,1.691111,9.315000,0.000000,0.000000,0.000000,0.123333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827222,10.821111,13.690556,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.476665,90858,29.165001,0.550283,6.633889,0.125168,87.943932,0.872222,0.016457,69.976616,0.000000,25.511667,0.481352,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.145000,21.798889,NA,NA,NA,2.236667,1.492778,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.544445,90980,29.165001,0.550283,7.152222,0.134948,81.570488,0.865000,0.016321,70.560883,0.000000,27.137222,0.512023,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.181111,22.052221,NA,NA,NA,0.526111,1.509444,
1,cube0,41.971668,75549,6.023334,0.113648,4.566111,0.086153,6.691667,0.126258,0.001111,0.000021,3433.227539,9.397778,0.177317,129.892731,0.000000,13.181666,0.248711,0.420000,1.681111,7.180555,0.000000,0.000000,0.000000,0.133333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.883889,4.352778,11.770555,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.101112,79382,15.591666,0.294182,4.113333,0.077610,74.713509,0.768333,0.014497,89.368179,0.000000,16.463888,0.310639,1.630000,4.482222,0.001667,0.000000,0.000000,0.282222,0.145556,13.691112,NA,NA,NA,0.528889,12.628889,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.183887,79531,6.456111,0.121813,1.590000,0.030000,77.223618,0.766111,0.014455,89.627403,0.000000,14.686666,0.277107,1.381111,3.088333,0.001667,0.000000,0.000000,0.285556,0.182778,5.057778,NA,NA,NA,8.301666,16.263889,
2,cube0,42.050556,75691,5.999444,0.113197,4.617778,0.087128,7.765000,0.146509,0.001111,0.000021,3433.227539,9.872778,0.186279,123.643333,0.000000,15.095555,0.284822,0.436111,1.726667,8.983889,0.000000,0.000000,0.000000,0.153889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.179444,10.847777,7.650556,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.364445,90656,24.677778,0.465618,5.931667,0.111918,82.800041,1.313889,0.024790,69.680725,0.000000,21.774445,0.410839,1.837778,5.314445,0.005000,0.000000,0.000000,0.874444,0.170000,17.949444,NA,NA,NA,0.366111,7.957778,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.442780,90797,20.110001,0.379434,4.687778,0.088449,85.088135,1.167222,0.022023,78.436417,0.000000,18.333889,0.345922,1.711111,4.617222,0.005000,0.000000,0.000000,0.878333,0.191667,13.232223,NA,NA,NA,8.375556,8.306111,
3,cube0,41.837776,75308,5.975555,0.112746,4.563889,0.086111,8.022223,0.151363,0.001111,0.000021,3433.227539,9.534445,0.179895,128.030853,0.000000,13.816667,0.260692,0.421667,1.687222,8.603333,0.000000,0.000000,0.000000,0.107778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.812778,5.459445,12.859445,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.932220,79078,20.159445,0.380367,5.531111,0.104361,72.243988,0.687222,0.012966,99.916077,0.000000,20.967222,0.395608,1.762222,5.183333,0.005000,0.000000,0.000000,0.871667,0.168889,18.250555,NA,NA,NA,0.777778,7.413333,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.041668,79275,15.591666,0.294182,4.358889,0.082243,70.504562,0.786111,0.014832,87.347130,0.000000,19.552778,0.368920,1.638889,4.486111,0.005000,0.000000,0.000000,0.875000,0.203889,14.483334,NA,NA,NA,1.448889,12.156111,
4,cube0,42.148888,75868,6.011111,0.113417,4.566111,0.086153,5.897778,0.111279,0.001111,0.000021,3433.227539,9.480556,0.178878,128.758606,0.000000,15.750000,0.297170,0.443889,1.746111,7.159444,0.000000,0.000000,0.000000,0.149444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.161667,7.868889,4.631667,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.493889,90889,20.110001,0.379434,4.911111,0.092662,81.218750,1.411111,0.026625,64.879890,0.000000,14.960556,0.282275,1.713889,4.640000,0.001667,0.000000,0.000000,0.289444,0.165000,13.490000,NA,NA,NA,1.406667,12.918333,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.525555,90946,10.974444,0.207065,2.486111,0.046908,86.214279,1.223889,0.023092,74.804779,0.000000,13.793889,0.260262,1.462778,3.246667,0.001667,0.000000,0.000000,0.289444,0.171111,3.910000,NA,NA,NA,11.015555,14.006111,
5,cube0,41.831112,75296,5.927778,0.111845,4.563889,0.086111,8.871667,0.167390,0.001111,0.000021,3433.227539,9.610556,0.181331,127.016914,0.000000,12.122222,0.228721,0.422222,1.680556,8.922778,0.000000,0.000000,0.000000,0.123333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.671111,11.155000,13.961667,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.069443,79325,24.646667,0.465031,6.385000,0.120472,77.033279,0.437778,0.008260,87.137756,0.000000,25.065001,0.472925,1.883333,5.872222,0.008333,0.000000,0.000000,1.460556,0.155000,22.423334,NA,NA,NA,0.574444,2.242222,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.953888,79117,24.646667,0.465031,6.567222,0.123910,74.895828,0.403333,0.007610,94.579269,0.000000,24.663334,0.465346,1.883333,5.872222,0.008333,0.000000,0.000000,1.460556,0.129444,22.540001,NA,NA,NA,0.473889,2.577222,
6,cube0,42.048889,75688,5.999444,0.113197,4.563889,0.086111,8.056111,0.152002,0.001111,0.000021,3433.227539,9.639444,0.181876,126.636253,0.000000,12.401111,0.233983,0.446111,1.756111,7.843889,0.000000,0.000000,0.000000,0.151111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.909445,3.660000,7.665000,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.404446,90728,17.745556,0.334822,4.765555,0.089916,74.018715,0.863333,0.016289,70.697090,0.000000,12.157778,0.229392,1.648333,4.299445,0.000000,0.000000,0.000000,0.000000,0.152222,11.308888,NA,NA,NA,0.546111,16.573889,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.325001,90585,6.319445,0.119235,1.394444,0.026310,87.540459,1.042778,0.019675,58.531319,0.000000,9.990556,0.188501,1.333333,2.557222,0.000000,0.000000,0.000000,0.000000,0.122222,0.265000,NA,NA,NA,12.035556,19.568890,
7,cube0,41.953888,75517,5.931667,0.111918,4.563889,0.086111,9.846666,0.185786,0.001111,0.000021,3433.227539,9.793889,0.184790,124.639267,0.000000,12.275556,0.231614,0.426111,1.696667,9.930000,0.000000,0.000000,0.000000,0.134444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.000556,10.832222,10.340555,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.036110,79265,22.443333,0.423459,5.973889,0.112715,74.611954,0.712778,0.013449,96.333733,0.000000,22.681667,0.427956,1.825000,5.543334,0.006667,0.000000,0.000000,1.171111,0.172778,20.073889,NA,NA,NA,0.605556,4.616111,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.048332,79287,20.159445,0.380367,5.272778,0.099486,75.783501,0.760000,0.014340,90.348091,0.000000,22.840555,0.430954,1.762222,5.194445,0.006667,0.000000,0.000000,1.171111,0.150000,17.631666,NA,NA,NA,2.746111,5.000556,
8,cube0,42.139446,75851,5.964445,0.112537,4.563889,0.086111,7.604445,0.143480,0.001111,0.000021,3433.227539,9.719444,0.183386,125.593933,0.000000,14.480000,0.273208,0.457222,1.786111,8.199445,0.000000,0.000000,0.000000,0.171111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.489445,4.142222,11.900556,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.382221,90688,22.393888,0.422526,5.698889,0.107526,78.086853,1.201111,0.022662,76.223366,0.000000,17.900555,0.337746,1.792222,5.027222,0.003333,0.000000,0.000000,0.568333,0.185556,16.136667,NA,NA,NA,0.552222,10.168333,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.403332,90726,15.543889,0.293281,3.676111,0.069361,83.405060,1.172778,0.022128,78.064857,0.000000,16.788334,0.316761,1.605000,3.982222,0.003333,0.000000,0.000000,0.571667,0.176111,9.839444,NA,NA,NA,5.954444,13.613334,
9,cube0,41.646111,74963,5.999444,0.113197,4.571667,0.086258,8.428889,0.159036,0.001111,0.000021,3433.227539,10.084444,0.190273,121.048134,0.000000,11.891111,0.224361,0.427778,1.701667,7.867222,0.000000,0.000000,0.000000,0.135556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.638889,10.654445,6.805555,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.676666,78618,17.875555,0.337275,4.187222,0.079004,84.412895,0.691111,0.013040,99.353859,0.000000,17.575001,0.331604,1.701111,4.853333,0.003333,0.000000,0.000000,0.578889,0.188889,15.537778,NA,NA,NA,0.711667,10.313889,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.753334,78756,11.026111,0.208040,2.720000,0.051321,79.063812,0.992778,0.018732,69.164070,0.000000,16.349445,0.308480,1.512222,3.807222,0.003333,0.000000,0.000000,0.582222,0.168889,8.722222,NA,NA,NA,8.706111,10.196111,
10,cube0,41.910000,75438,5.964445,0.112537,4.566111,0.086153,9.277778,0.175052,0.001111,0.000021,3433.227539,9.458889,0.178470,129.053543,0.000000,12.093333,0.228176,0.462778,1.806667,9.116667,0.000000,0.000000,0.000000,0.117222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.537778,8.388889,14.494445,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.344444,90620,26.961666,0.508711,7.075555,0.133501,75.934151,1.212778,0.022883,75.490120,0.000000,24.019444,0.453197,1.925000,5.742778,0.006667,0.000000,0.000000,1.164444,0.198889,20.347221,NA,NA,NA,0.526111,4.104445,
