block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,cube0,30.746111,55343,18.355217,9.483621,9.147284,17.660488,54,0.065620,30,0.139212,18,0.025000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.750000,800.750000,430.000000,3.592281,35.000000,0.387064,0.000000,0.000000,768.000000,8.092007,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.504444,71108,1.618281,11.700142,11.873823,1.637579,50,0.196473,11,0.034845,538.375000,74.250000,NA,NA,NA,NA,NA,NA,NA,NA,530.500000,5.316796,73.375000,0.866317,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.924446,68264,1.086205,7.801933,7.967344,1.105503,34,0.180245,8,0.036085,361.250000,50.125000,NA,NA,NA,NA,NA,NA,NA,NA,353.750000,3.545366,49.250000,0.581480,
1,cube0,32.062778,57713,18.355217,9.483621,9.147284,17.660488,54,0.066654,30,0.119806,18,0.047390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.750000,800.750000,430.000000,3.592281,35.000000,0.387064,0.000000,0.000000,768.000000,8.092007,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.666111,60599,1.088962,9.582868,9.712440,1.108260,38,0.156990,8,0.024548,440.375000,50.250000,NA,NA,NA,NA,NA,NA,NA,NA,434.500000,4.354661,49.375000,0.582956,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.647778,60566,0.733326,6.390417,6.519989,0.752625,26,0.074289,6,0.016964,295.625000,34.125000,NA,NA,NA,NA,NA,NA,NA,NA,289.750000,2.903943,33.250000,0.392573,
2,cube0,31.343334,56418,18.355217,9.483621,9.147284,17.660488,54,0.065517,30,0.135672,18,0.042894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.750000,800.750000,430.000000,3.592281,35.000000,0.387064,0.000000,0.000000,768.000000,8.092007,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.682777,71429,1.618281,11.700142,11.873823,1.637579,50,0.198475,11,0.036667,538.375000,74.250000,NA,NA,NA,NA,NA,NA,NA,NA,530.500000,5.316796,73.375000,0.866317,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.994446,68390,1.086205,7.801933,7.975615,1.105503,34,0.149871,8,0.031744,361.625000,50.125000,NA,NA,NA,NA,NA,NA,NA,NA,353.750000,3.545366,49.250000,0.581480,
3,cube0,32.278332,58101,18.355217,9.483621,9.147284,17.660488,54,0.064625,30,0.138656,18,0.076047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.750000,800.750000,430.000000,3.592281,35.000000,0.387064,0.000000,0.000000,768.000000,8.092007,NA,NA,NA,NA,
