Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
LightningIndexer_2517851d7f53b28f971ff94bfa4b7037_1124277019_mix_aic,mix,29.640593,20,40,0,552599,1800,1800,
