block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,10.914444,19646,1,512,24,523,26,522,0.194932,4.566210,3.171642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.949445,28709,1,80,318,1,328,0,1.234568,99.845444,88.873627,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.978333,28761,17,64,264,0,253,1,20.987654,99.806953,89.148582,
1,cube0,10.972222,19750,1,512,34,513,36,512,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.173333,20112,1,80,69,1,65,0,1.234568,99.259262,62.500000,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.221666,20199,17,64,1,0,4,1,20.987654,83.333336,25.287355,
2,cube0,10.844444,19520,1,512,36,512,34,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.028889,19852,1,80,66,1,68,0,1.234568,99.259262,62.500000,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.082222,19948,17,64,2,1,3,0,20.987654,83.333336,25.287355,
3,cube0,10.849444,19529,1,512,36,512,34,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.010000,19818,1,80,66,0,68,1,1.234568,99.259262,62.500000,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.114445,20006,17,64,4,0,1,1,20.987654,83.333336,25.287355,
4,cube0,10.886111,19595,1,512,36,512,34,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.817778,28472,17,64,322,1,324,0,20.987654,99.845444,91.071426,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.852222,28534,17,64,259,1,258,0,20.987654,99.806953,89.148582,
5,cube0,10.806111,19451,1,512,27,521,27,521,0.194932,4.927007,3.418272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.403334,20526,17,64,66,1,67,1,20.987654,98.518517,69.444443,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.036111,19865,17,64,2,1,3,0,20.987654,83.333336,25.287355,
6,cube0,10.802778,19445,1,512,36,512,34,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.353333,20436,17,64,66,1,68,0,20.987654,99.259262,69.907410,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.043889,19879,17,64,2,1,3,0,20.987654,83.333336,25.287355,
7,cube0,10.795000,19431,1,512,34,513,36,512,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.961111,19730,1,80,67,0,67,1,1.234568,99.259262,62.500000,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.993889,19789,17,64,3,0,2,1,20.987654,83.333336,25.287355,
