block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,28.393333,51108,3.556667,0.088917,2.877778,0.071944,7.760000,0.194000,0.801667,0.020042,41.636509,9.767222,0.244181,74.987740,0.000000,13.357778,0.333944,0.261111,0.942778,3.344445,0.000000,0.000000,0.000000,0.150000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.352777,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.764446,66176,23.014444,0.575361,7.057222,0.176431,71.688858,1.521111,0.038028,46.003113,0.013621,8.186111,0.204653,1.265556,2.813889,0.000000,0.000000,0.000000,13.248333,0.160556,2.601111,NA,6.549445,1.293333,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.090557,63163,16.075556,0.401889,5.489444,0.137236,61.456551,1.472222,0.036806,31.903107,0.017933,7.188334,0.179708,0.922222,2.061111,0.000000,0.000000,0.000000,7.400000,0.134444,3.136111,NA,7.390000,5.774445,
1,cube0,28.542223,51376,3.556667,0.088917,2.843889,0.071097,5.802222,0.145056,1.861667,0.046542,17.929419,7.882778,0.197069,92.914185,0.000000,13.394444,0.334861,0.260556,0.950556,1.257222,0.000000,0.000000,0.000000,0.120556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.016111,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.883333,55590,19.392778,0.484819,6.468333,0.161708,64.061554,0.917222,0.022931,51.337254,0.016073,7.845556,0.196139,1.183333,2.678889,0.000000,0.000000,0.000000,12.839444,0.162778,2.609444,NA,5.104445,0.546111,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.866667,55560,13.661111,0.341528,5.137222,0.128431,53.789215,0.818889,0.020472,38.722797,0.020545,7.418334,0.185458,0.862778,1.957778,0.000000,0.000000,0.000000,7.296667,0.141111,0.963333,NA,5.385000,5.698333,
2,cube0,29.553888,53197,3.532778,0.088319,2.856667,0.071417,5.177778,0.129444,1.479445,0.036986,22.561577,7.352778,0.183819,99.611588,0.000000,13.200556,0.330014,0.272778,0.976111,1.530556,0.000000,0.000000,0.000000,0.156111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.840555,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.676109,66017,23.014444,0.575361,6.843333,0.171083,73.929504,1.490000,0.037250,46.963657,0.013752,12.042778,0.301069,1.273333,2.845556,0.000000,0.000000,0.000000,12.968889,0.165000,1.265556,NA,3.903333,0.305556,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.065556,63118,16.075556,0.401889,5.112778,0.127819,65.984146,1.370000,0.034250,34.283550,0.011930,9.554444,0.238861,0.930000,2.092778,0.000000,0.000000,0.000000,6.835000,0.192222,2.482222,NA,8.473333,5.679444,
3,cube0,27.908333,50235,3.556667,0.088917,2.842222,0.071056,6.433889,0.160847,2.460556,0.061514,13.565474,8.675000,0.216875,84.429031,0.000000,13.627778,0.340694,0.273333,0.983333,1.626667,0.000000,0.000000,0.000000,0.110000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.620001,NA,NA,
