block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,28.393333,51108,0.212139,0.208347,0.063083,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,36.764446,66176,0.078375,0.041000,0.011125,0.026250,0.000000,0.086236,0.008736,0.146250,
0,vector1,NA,NA,NA,NA,NA,NA,35.090557,63163,0.052250,0.027333,0.007417,0.017500,0.000000,0.084181,0.004583,0.115167,
1,cube0,28.542223,51376,0.163264,0.159667,0.058347,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,30.883333,55590,0.078375,0.041000,0.011125,0.026250,0.000000,0.060722,0.000000,0.146222,
1,vector1,NA,NA,NA,NA,NA,NA,30.866667,55560,0.052250,0.027333,0.007417,0.017500,0.000000,0.053125,0.000000,0.115167,
2,cube0,29.553888,53197,0.149972,0.142694,0.053458,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,36.676109,66017,0.078375,0.041000,0.011125,0.026250,0.000000,0.070194,0.008042,0.146236,
2,vector1,NA,NA,NA,NA,NA,NA,35.065556,63118,0.052250,0.027333,0.007417,0.017500,0.000000,0.055472,0.005625,0.115167,
3,cube0,27.908333,50235,0.179056,0.176319,0.055500,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,30.843334,55518,0.078375,0.041000,0.011125,0.026250,0.000000,0.040458,0.000000,0.146208,
3,vector1,NA,NA,NA,NA,NA,NA,30.824444,55484,0.052250,0.027333,0.007417,0.017500,0.000000,0.031944,0.000000,0.115028,
4,cube0,27.845556,50122,0.159833,0.155611,0.056778,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,36.658333,65985,0.078375,0.041000,0.011125,0.026250,0.000000,0.071514,0.008542,0.146306,
4,vector1,NA,NA,NA,NA,NA,NA,35.060555,63109,0.052250,0.027333,0.007417,0.017500,0.000000,0.074931,0.005750,0.115153,
5,cube0,29.280001,52704,0.149847,0.145375,0.059542,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,30.809444,55457,0.078375,0.041000,0.011125,0.026250,0.000000,0.050792,0.000000,0.146264,
5,vector1,NA,NA,NA,NA,NA,NA,30.747223,55345,0.052250,0.027333,0.007417,0.017500,0.000000,0.041139,0.000000,0.115167,
6,cube0,28.712223,51682,0.147139,0.142153,0.054597,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,36.663334,65994,0.078375,0.041000,0.011125,0.026250,0.000000,0.087347,0.009472,0.146264,
6,vector1,NA,NA,NA,NA,NA,NA,34.829445,62693,0.052250,0.027333,0.007417,0.017500,0.000000,0.076875,0.004681,0.115181,
7,cube0,29.100555,52381,0.152069,0.143431,0.058375,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,30.680000,55224,0.078375,0.041000,0.011125,0.026250,0.000000,0.048125,0.000000,0.146222,
7,vector1,NA,NA,NA,NA,NA,NA,30.709999,55278,0.052250,0.027333,0.007417,0.017500,0.000000,0.038625,0.000000,0.115167,
8,cube0,22.690001,40842,0.105597,0.112250,0.062750,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,37.015556,66628,0.052250,0.027333,0.007417,0.017500,0.000000,0.073583,0.008917,0.146264,
8,vector1,NA,NA,NA,NA,NA,NA,35.211113,63380,0.034833,0.018222,0.004944,0.011667,0.000000,0.045250,0.004931,0.115181,
9,cube0,22.941111,41294,0.097722,0.103306,0.061139,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,30.634445,55142,0.052250,0.027333,0.007417,0.017500,0.000000,0.038222,0.000000,0.146208,
9,vector1,NA,NA,NA,NA,NA,NA,30.677221,55219,0.034833,0.018222,0.004944,0.011667,0.000000,0.027194,0.000000,0.115153,
10,cube0,23.200001,41760,0.098375,0.104514,0.062944,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,30.627222,55129,0.052250,0.027333,0.007417,0.017500,0.000000,0.036375,0.000000,0.146181,
10,vector1,NA,NA,NA,NA,NA,NA,30.677778,55220,0.034833,0.018222,0.004944,0.011667,0.000000,0.025444,0.000000,0.115153,
11,cube0,23.615000,42507,0.110444,0.113125,0.065569,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,37.228889,67012,0.052250,0.027333,0.007417,0.017500,0.000000,0.070403,0.008583,0.146306,
11,vector1,NA,NA,NA,NA,NA,NA,35.252224,63454,0.034833,0.018222,0.004944,0.011667,0.000000,0.046194,0.004986,0.115194,
12,cube0,23.282223,41908,0.117653,0.119722,0.066458,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,30.594444,55070,0.052250,0.027333,0.007417,0.017500,0.000000,0.039125,0.000000,0.146208,
12,vector1,NA,NA,NA,NA,NA,NA,30.616112,55109,0.034833,0.018222,0.004944,0.011667,0.000000,0.028264,0.000000,0.115111,
13,cube0,23.239445,41831,0.115708,0.117472,0.069847,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,30.572779,55031,0.052250,0.027333,0.007417,0.017500,0.000000,0.036347,0.000000,0.146250,
13,vector1,NA,NA,NA,NA,NA,NA,30.636667,55146,0.034833,0.018222,0.004944,0.011667,0.000000,0.034778,0.000000,0.115097,
14,cube0,22.285000,40113,0.101403,0.109889,0.059167,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,36.976112,66557,0.052250,0.027333,0.007417,0.017500,0.000000,0.067153,0.008472,0.146264,
14,vector1,NA,NA,NA,NA,NA,NA,35.222221,63400,0.034833,0.018222,0.004944,0.011667,0.000000,0.047556,0.004958,0.115139,
15,cube0,22.327778,40190,0.099653,0.107750,0.058639,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,30.572779,55031,0.052250,0.027333,0.007417,0.017500,0.000000,0.051444,0.000000,0.146264,
15,vector1,NA,NA,NA,NA,NA,NA,30.578888,55042,0.034833,0.018222,0.004944,0.011667,0.000000,0.035278,0.000000,0.115167,
16,cube0,23.497778,42296,0.107806,0.110403,0.068278,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,30.572779,55031,0.052250,0.027333,0.007417,0.017500,0.000000,0.041097,0.000000,0.146264,
16,vector1,NA,NA,NA,NA,NA,NA,30.585556,55054,0.034833,0.018222,0.004944,0.011667,0.000000,0.027778,0.000000,0.115153,
17,cube0,23.069445,41525,0.101333,0.106667,0.064708,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,36.986668,66576,0.052250,0.027333,0.007417,0.017500,0.000000,0.063958,0.008014,0.146278,
17,vector1,NA,NA,NA,NA,NA,NA,35.169445,63305,0.034833,0.018222,0.004944,0.011667,0.000000,0.047597,0.004653,0.115139,
18,cube0,23.462223,42232,0.103111,0.105542,0.069306,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,30.571112,55028,0.052250,0.027333,0.007417,0.017500,0.000000,0.040125,0.000000,0.146208,
18,vector1,NA,NA,NA,NA,NA,NA,30.584999,55053,0.034833,0.018222,0.004944,0.011667,0.000000,0.031542,0.000000,0.115125,
19,cube0,22.560556,40609,0.101778,0.106875,0.059889,0.000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,30.574444,55034,0.052250,0.027333,0.007417,0.017500,0.000000,0.034569,0.000000,0.146139,
19,vector1,NA,NA,NA,NA,NA,NA,30.529444,54953,0.034833,0.018222,0.004944,0.011667,0.000000,0.027069,0.000000,0.115097,
