block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,30.642221,55156,513,1089,3,1653,2,1660,32.022472,0.150693,10.528456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.241665,70635,4,146,2148,9,2141,7,2.666667,99.628342,96.363640,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.531666,67557,3,98,1456,1,1430,2,2.970297,99.896156,96.622070,
1,cube0,31.778334,57201,514,1088,120,1543,125,1530,32.084892,7.383966,15.426829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.328335,59991,4,98,1762,1,1758,1,3.921569,99.943214,97.240616,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.296665,59934,3,66,1190,0,1175,1,4.347826,99.957733,97.248459,
2,cube0,31.958889,57526,514,1088,120,1534,125,1539,32.084892,7.383966,15.426829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.207779,70574,4,146,2149,1,2157,1,2.666667,99.953575,96.680122,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.479443,67463,3,98,1440,0,1448,1,2.970297,99.965385,96.688965,
3,cube0,31.575001,56835,514,1088,3,1655,2,1658,32.084892,0.150693,10.548780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.261112,59870,4,98,1763,2,1763,0,3.921569,99.943314,97.245178,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.235554,59824,3,66,1183,0,1181,1,4.347826,99.957718,97.247330,
4,cube0,30.602222,55084,513,1089,1,1652,4,1661,32.022472,0.150693,10.528456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.098331,70377,4,146,2156,1,2147,1,2.666667,99.953545,96.677887,
