block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,12.830000,23094,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.087223,30757,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.232223,27418,
1,cube0,13.404445,24128,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.746667,26544,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.490556,26083,
2,cube0,13.578333,24441,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.768888,26584,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.450556,26011,
3,cube0,12.353889,22237,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.423333,25962,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.424444,25964,
4,cube0,12.887222,23197,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.047222,30685,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.148889,27268,
5,cube0,12.349444,22229,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.387777,25898,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.370556,25867,
6,cube0,13.218333,23793,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.488889,26080,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.339444,25811,
7,cube0,12.570556,22627,1.553817,0.776909,6.215269,6.215269,0.000000,1.553817,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.341666,25815,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.307222,25753,
8,cube0,6.701111,12062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.313889,25765,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.278889,25702,
9,cube0,7.260556,13069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.285000,25713,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.252222,25654,
10,cube0,7.088333,12759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.274445,25694,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.240556,25633,
11,cube0,7.521111,13538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.270555,25687,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.235556,25624,
12,cube0,6.983889,12571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.260000,25668,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.209444,25577,
13,cube0,7.028889,12652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.254444,25658,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.203333,25566,
14,cube0,7.238889,13030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.247222,25645,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.196111,25553,
15,cube0,7.241667,13035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.241667,25635,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.188334,25539,
16,cube0,7.738889,13930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.218889,25594,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.162222,25492,
17,cube0,7.578333,13641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.207222,25573,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.157222,25483,
18,cube0,7.508889,13516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.201667,25563,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.165000,25497,
19,cube0,7.723333,13902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,14.158889,25486,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,14.160000,25488,
