block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,42.263889,76075,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,50.845554,91522,73.619507,72.043587,0.001376,0.166177,
0,vector1,NA,NA,50.807220,91453,73.619507,72.043587,0.001376,0.166177,
1,cube0,42.197224,75955,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,44.376110,79877,39.666672,38.293236,0.001376,0.157372,
1,vector1,NA,NA,44.368332,79863,15.420302,16.353533,0.001376,0.148568,
2,cube0,42.345554,76222,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,50.845001,91521,61.496323,61.637188,0.001376,0.161775,
2,vector1,NA,NA,50.846668,91524,49.373142,50.667336,0.001376,0.157372,
3,cube0,42.033333,75660,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,44.268890,79684,51.789856,49.263092,0.001376,0.161775,
3,vector1,NA,NA,44.260555,79669,39.666672,38.293236,0.001376,0.157372,
4,cube0,42.226665,76008,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,50.581665,91047,49.373142,50.667336,0.001376,0.157372,
4,vector1,NA,NA,50.587776,91058,25.126774,28.727633,0.001376,0.148568,
5,cube0,42.272778,76091,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,44.486111,80075,63.913036,59.669483,0.001376,0.166177,
5,vector1,NA,NA,44.477222,80059,63.913036,59.669483,0.001376,0.166177,
6,cube0,42.402779,76325,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,50.883888,91591,43.311546,44.618954,0.001376,0.155171,
6,vector1,NA,NA,50.879444,91583,13.003589,17.194319,0.001376,0.144166,
7,cube0,42.202778,75965,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,44.294998,79731,57.851444,54.748016,0.001376,0.163976,
7,vector1,NA,NA,44.312778,79763,51.789856,49.263092,0.001376,0.161775,
8,cube0,42.394444,76310,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,50.625557,91126,55.434734,56.152264,0.001376,0.159573,
8,vector1,NA,NA,50.707779,91274,37.249958,39.697487,0.001376,0.152970,
9,cube0,42.196110,75953,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,44.235554,79624,45.728260,43.778164,0.001376,0.159573,
9,vector1,NA,NA,44.276112,79697,27.543486,27.323385,0.001376,0.152970,
10,cube0,42.481110,76466,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,50.985001,91773,67.557915,67.122116,0.001376,0.163976,
10,vector1,NA,NA,51.025555,91846,61.496323,61.637188,0.001376,0.161775,
11,cube0,42.185555,75934,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,44.267776,79682,33.605076,32.244854,0.001376,0.155171,
11,vector1,NA,NA,44.306667,79752,3.297119,4.820220,0.001376,0.144166,
12,cube0,42.310001,76158,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,50.631111,91136,73.619507,72.043587,0.001376,0.166177,
12,vector1,NA,NA,50.683334,91230,73.619507,72.043587,0.001376,0.166177,
13,cube0,42.201668,75963,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,44.262222,79672,39.666672,38.293236,0.001376,0.157372,
13,vector1,NA,NA,44.286667,79716,15.420302,16.353533,0.001376,0.148568,
14,cube0,42.379444,76283,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,50.935001,91683,61.496323,61.637188,0.001376,0.161775,
14,vector1,NA,NA,50.965000,91737,49.373142,50.667336,0.001376,0.157372,
15,cube0,41.851665,75333,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,43.985554,79174,51.789856,49.263092,0.001376,0.161775,
15,vector1,NA,NA,44.017776,79232,39.666672,38.293236,0.001376,0.157372,
16,cube0,41.735554,75124,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,41.702221,75064,36.431179,34.168537,0.001376,0.157372,
16,vector1,NA,NA,41.668335,75003,12.184813,12.228832,0.001376,0.148568,
17,cube0,41.876110,75377,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,41.849445,75329,60.677551,55.544785,0.001376,0.166177,
17,vector1,NA,NA,41.817223,75271,60.677551,55.544785,0.001376,0.166177,
18,cube0,41.682220,75028,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,41.658890,74986,30.369587,28.120152,0.001376,0.155171,
18,vector1,NA,NA,41.626110,74927,0.061628,0.695520,0.001376,0.144166,
19,cube0,41.687778,75038,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,41.687222,75037,6.123220,6.180447,0.000275,0.145267,
19,vector1,NA,NA,41.652222,74974,0.061628,0.695520,0.000275,0.143066,
