block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,42.306110,76151,5.951667,0.110216,4.563889,0.084516,10.037222,0.185874,0.001111,0.000021,3433.227539,9.909445,0.183508,123.185822,0.000000,12.238889,0.226646,0.427222,1.691111,10.112223,0.000000,0.000000,0.000000,0.123889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377222,11.027223,14.353333,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.875557,91576,29.165001,0.540093,7.258333,0.134414,80.377991,0.915000,0.016944,66.705086,0.000000,26.609444,0.492767,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.185000,23.271111,NA,NA,NA,1.733333,0.996111,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.764446,91376,29.165001,0.540093,7.205000,0.133426,80.972977,1.090000,0.020185,55.995552,0.000000,27.220556,0.504084,1.947222,5.975000,0.008333,0.000000,0.000000,1.460556,0.163333,23.265556,NA,NA,NA,0.748889,1.127778,
1,cube0,42.237221,76027,5.999444,0.111101,4.563889,0.084516,6.768333,0.125340,0.001111,0.000021,3433.227539,9.616111,0.178076,126.943527,0.000000,12.782222,0.236708,0.420000,1.681111,7.002222,0.000000,0.000000,0.000000,0.133889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.610556,3.903333,11.222777,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.438332,79989,15.591666,0.288735,3.667222,0.067912,83.802269,0.826111,0.015298,83.117813,0.000000,16.210556,0.300195,1.630000,4.482222,0.001667,0.000000,0.000000,0.282222,0.184444,13.813334,NA,NA,NA,0.577222,13.287222,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.432777,79979,6.456111,0.119558,1.470000,0.027222,83.527596,0.966111,0.017891,71.073135,0.000000,10.964444,0.203045,1.380556,3.088889,0.001667,0.000000,0.000000,0.285556,0.168889,5.332222,NA,NA,NA,11.166667,16.251112,
2,cube0,42.514999,76527,5.999444,0.111101,4.563889,0.084516,8.080000,0.149630,0.001111,0.000021,3433.227539,9.942223,0.184115,122.779701,0.000000,14.775556,0.273621,0.436111,1.726667,8.983334,0.000000,0.000000,0.000000,0.155000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.508333,11.152223,7.674445,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.047222,91885,24.677778,0.456996,5.947778,0.110144,82.575760,1.499444,0.027767,61.057770,0.000000,21.553333,0.399136,1.836667,5.315000,0.005000,0.000000,0.000000,0.874444,0.181667,18.272223,NA,NA,NA,0.637778,7.173889,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.060555,91909,20.110001,0.372407,4.848889,0.089794,82.260963,1.295000,0.023981,70.697098,0.000000,20.928333,0.387562,1.711111,4.617222,0.005000,0.000000,0.000000,0.878333,0.166667,13.118333,NA,NA,NA,6.460556,7.501667,
3,cube0,42.075554,75736,5.975555,0.110658,4.570000,0.084630,9.061111,0.167798,0.001111,0.000021,3433.227539,10.056666,0.186235,121.382484,0.000000,13.376111,0.247706,0.421667,1.687222,8.854445,0.000000,0.000000,0.000000,0.107778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.305000,5.440000,13.382778,NA,NA,
