block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,58.938889,106090,0.287801,0.278881,0.023607,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,68.837219,123907,0.159132,0.097945,0.037215,0.023973,0.000000,0.116598,0.040959,0.080114,
0,vector1,NA,NA,NA,NA,NA,NA,67.599998,121680,0.106088,0.065297,0.024810,0.015982,0.000000,0.094361,0.027002,0.063097,
1,cube0,62.001110,111602,0.285449,0.276088,0.045030,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,69.176666,124518,0.159132,0.097945,0.037215,0.023973,0.000000,0.128227,0.041309,0.131233,
1,vector1,NA,NA,NA,NA,NA,NA,67.700554,121861,0.106088,0.065297,0.024810,0.015982,0.000000,0.100175,0.026933,0.097154,
2,cube0,62.412777,112343,0.295586,0.286195,0.024216,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,69.755554,125560,0.159132,0.097945,0.037215,0.023973,0.000000,0.128729,0.041157,0.131240,
2,vector1,NA,NA,NA,NA,NA,NA,68.149445,122669,0.106088,0.065297,0.024810,0.015982,0.000000,0.099619,0.027100,0.097169,
3,cube0,62.042778,111677,0.297139,0.288493,0.023569,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,70.100555,126181,0.159132,0.097945,0.037215,0.023973,0.000000,0.134688,0.041925,0.131240,
3,vector1,NA,NA,NA,NA,NA,NA,68.076668,122538,0.106088,0.065297,0.024810,0.015982,0.000000,0.104680,0.026842,0.097154,
4,cube0,62.395557,112312,0.284277,0.275822,0.023569,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,68.749443,123749,0.159132,0.097945,0.037215,0.023973,0.000000,0.133661,0.041355,0.131225,
4,vector1,NA,NA,NA,NA,NA,NA,67.372223,121270,0.106088,0.065297,0.024810,0.015982,0.000000,0.093973,0.027062,0.097154,
5,cube0,59.564445,107216,0.286324,0.277283,0.023607,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,63.782776,114809,0.159132,0.097945,0.037215,0.023973,0.000000,0.103973,0.036644,0.080023,
5,vector1,NA,NA,NA,NA,NA,NA,63.755001,114759,0.106088,0.065297,0.024810,0.015982,0.000000,0.080525,0.024429,0.062991,
6,cube0,59.273335,106692,0.288037,0.281514,0.023721,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,68.597221,123475,0.159132,0.097945,0.037215,0.023973,0.000000,0.114916,0.041317,0.080129,
6,vector1,NA,NA,NA,NA,NA,NA,67.255554,121060,0.106088,0.065297,0.024810,0.015982,0.000000,0.095068,0.027062,0.063105,
7,cube0,61.849998,111330,0.290563,0.281568,0.044992,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,69.169998,124506,0.159132,0.097945,0.037215,0.023973,0.000000,0.123584,0.041027,0.131240,
7,vector1,NA,NA,NA,NA,NA,NA,67.756668,121962,0.106088,0.065297,0.024810,0.015982,0.000000,0.101811,0.027055,0.097146,
8,cube0,61.646111,110963,0.311164,0.302397,0.023569,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,69.503891,125107,0.159132,0.097945,0.037215,0.023973,0.000000,0.128623,0.041195,0.131218,
8,vector1,NA,NA,NA,NA,NA,NA,67.873337,122172,0.106088,0.065297,0.024810,0.015982,0.000000,0.097610,0.027002,0.097154,
9,cube0,61.539444,110771,0.298090,0.289201,0.024300,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,70.044998,126081,0.159132,0.097945,0.037215,0.023973,0.000000,0.130053,0.041705,0.131233,
9,vector1,NA,NA,NA,NA,NA,NA,67.809998,122058,0.106088,0.065297,0.024810,0.015982,0.000000,0.101606,0.027032,0.097154,
10,cube0,61.448334,110607,0.298729,0.290563,0.023569,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,68.474442,123254,0.159132,0.097945,0.037215,0.023973,0.000000,0.129543,0.041370,0.131210,
10,vector1,NA,NA,NA,NA,NA,NA,67.091110,120764,0.106088,0.065297,0.024810,0.015982,0.000000,0.096933,0.026804,0.097161,
11,cube0,59.237221,106627,0.294581,0.286591,0.023607,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,63.628334,114531,0.159132,0.097945,0.037215,0.023973,0.000000,0.109155,0.036644,0.080038,
11,vector1,NA,NA,NA,NA,NA,NA,63.650555,114571,0.106088,0.065297,0.024810,0.015982,0.000000,0.082641,0.024429,0.062983,
12,cube0,58.899445,106019,0.282138,0.274741,0.023607,0.000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,68.396111,123113,0.159132,0.097945,0.037215,0.023973,0.000000,0.119148,0.041058,0.080129,
12,vector1,NA,NA,NA,NA,NA,NA,67.404999,121329,0.106088,0.065297,0.024810,0.015982,0.000000,0.093668,0.027618,0.063097,
