block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,42.061111,75710,5.951667,0.110216,4.563889,0.084516,9.157778,0.169588,0.001111,0.000021,3433.227539,10.572222,0.195782,115.463257,0.000000,14.099444,0.261101,0.427222,1.691111,10.276667,0.000000,0.000000,0.000000,0.123333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820000,10.950556,13.147778,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.476665,90858,29.165001,0.540093,6.775000,0.125463,86.112213,0.912222,0.016893,66.908218,0.000000,25.605556,0.474177,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.146111,22.772223,NA,NA,NA,2.051667,1.623333,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.536667,90966,29.165001,0.540093,6.981111,0.129280,83.569832,1.025556,0.018992,59.514233,0.000000,27.084999,0.501574,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.170556,22.798334,NA,NA,NA,0.678333,1.420556,
1,cube0,41.988888,75580,5.999444,0.111101,4.563889,0.084516,6.248333,0.115710,0.001111,0.000021,3433.227539,9.518333,0.176265,128.247574,0.000000,14.156667,0.262160,0.420000,1.681111,7.179444,0.000000,0.000000,0.000000,0.135556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.332778,4.293334,10.053889,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.171665,79509,15.591666,0.288735,3.431111,0.063539,89.569107,0.940000,0.017407,73.047394,0.000000,16.416111,0.304002,1.629444,4.482222,0.001667,0.000000,0.000000,0.282222,0.145000,13.371667,NA,NA,NA,0.798889,12.992778,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.223888,79603,6.456111,0.119558,1.504444,0.027860,81.615227,0.924444,0.017119,74.276550,0.000000,14.816667,0.274383,1.380556,3.088889,0.001667,0.000000,0.000000,0.285556,0.181667,5.217778,NA,NA,NA,7.643889,16.573889,
2,cube0,42.326668,76188,5.975555,0.110658,4.567778,0.084588,8.323889,0.154146,0.001111,0.000021,3433.227539,9.806666,0.181605,124.476868,0.000000,16.155556,0.299177,0.436111,1.726667,9.427222,0.000000,0.000000,0.000000,0.154444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.078889,10.881111,7.348889,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.873890,91573,24.677778,0.456996,5.845000,0.108241,84.027771,1.470000,0.027222,62.280769,0.000000,22.184444,0.410823,1.837778,5.314445,0.005000,0.000000,0.000000,0.874444,0.175556,17.792778,NA,NA,NA,0.643889,6.860556,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.919998,91656,20.110001,0.372407,4.837222,0.089578,82.459366,1.287222,0.023837,71.124260,0.000000,18.985556,0.351584,1.711667,4.617222,0.005000,0.000000,0.000000,0.878333,0.197222,12.927778,NA,NA,NA,8.522778,7.050556,
3,cube0,41.826668,75288,5.975555,0.110658,4.565556,0.084547,7.963889,0.147479,0.001111,0.000021,3433.227539,9.966666,0.184568,122.478584,0.000000,14.605000,0.270463,0.421667,1.687222,8.779445,0.000000,0.000000,0.000000,0.108333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.952222,5.692778,13.017777,NA,NA,
