block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,42.061111,75710,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,50.476665,90858,73.755692,72.176849,0.001378,0.166484,
0,vector1,NA,NA,50.536667,90966,73.755692,72.176849,0.001378,0.166484,
1,cube0,41.988888,75580,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,44.171665,79509,39.740047,38.364071,0.001378,0.157664,
1,vector1,NA,NA,44.223888,79603,15.448827,16.383783,0.001378,0.148843,
2,cube0,42.326668,76188,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,50.873890,91573,61.610081,61.751205,0.001378,0.162074,
2,vector1,NA,NA,50.919998,91656,49.464470,50.761059,0.001378,0.157664,
3,cube0,41.826668,75288,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,43.992779,79187,51.885654,49.354218,0.001378,0.162074,
3,vector1,NA,NA,44.021667,79239,39.740047,38.364071,0.001378,0.157664,
4,cube0,42.015556,75628,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,50.627777,91130,49.464470,50.761059,0.001378,0.157664,
4,vector1,NA,NA,50.656666,91182,25.173254,28.780773,0.001378,0.148843,
5,cube0,41.943890,75499,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,44.107777,79394,64.031265,59.779861,0.001378,0.166484,
5,vector1,NA,NA,44.139999,79452,64.031265,59.779861,0.001378,0.166484,
6,cube0,42.166111,75899,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,50.746113,91343,43.391666,44.701488,0.001378,0.155459,
6,vector1,NA,NA,50.755554,91360,13.027643,17.226126,0.001378,0.144433,
7,cube0,41.992222,75586,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,44.201668,79563,57.958458,54.849289,0.001378,0.164279,
7,vector1,NA,NA,44.118889,79414,51.885654,49.354218,0.001378,0.162074,
8,cube0,42.283890,76111,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,50.733891,91321,55.537277,56.256134,0.001378,0.159869,
8,vector1,NA,NA,50.739445,91331,37.318863,39.770920,0.001378,0.153253,
9,cube0,41.986668,75576,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,44.107777,79394,45.812847,43.859146,0.001378,0.159869,
9,vector1,NA,NA,44.117779,79412,27.594437,27.373928,0.001378,0.153253,
10,cube0,42.164444,75896,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,50.626110,91127,67.682884,67.246277,0.001378,0.164279,
10,vector1,NA,NA,50.636665,91146,61.610081,61.751205,0.001378,0.162074,
11,cube0,41.828335,75291,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,43.913887,79045,33.667240,32.304501,0.001378,0.155459,
11,vector1,NA,NA,43.903332,79026,3.303218,4.829137,0.001378,0.144433,
12,cube0,42.262222,76072,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,50.634445,91142,73.755692,72.176849,0.001378,0.166484,
12,vector1,NA,NA,50.642776,91157,73.755692,72.176849,0.001378,0.166484,
13,cube0,41.961666,75531,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,44.112778,79403,39.740047,38.364071,0.001378,0.157664,
13,vector1,NA,NA,44.099998,79380,15.448827,16.383783,0.001378,0.148843,
14,cube0,42.158890,75886,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,50.592777,91067,61.610081,61.751205,0.001378,0.162074,
14,vector1,NA,NA,50.586666,91056,49.464470,50.761059,0.001378,0.157664,
15,cube0,41.639999,74952,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,43.866112,78959,51.885654,49.354218,0.001378,0.162074,
15,vector1,NA,NA,43.766109,78779,39.740047,38.364071,0.001378,0.157664,
16,cube0,41.526669,74748,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,41.541111,74774,36.498569,34.231743,0.001378,0.157664,
16,vector1,NA,NA,41.489445,74681,12.207352,12.251452,0.001378,0.148843,
17,cube0,41.662224,74992,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,41.636112,74945,60.789791,55.647533,0.001378,0.166484,
17,vector1,NA,NA,41.602779,74885,60.789791,55.647533,0.001378,0.166484,
18,cube0,41.474445,74654,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,41.408890,74536,30.425764,28.172167,0.001378,0.155459,
18,vector1,NA,NA,41.411110,74540,0.061742,0.696807,0.001378,0.144433,
19,cube0,41.480000,74664,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,41.430557,74575,6.134547,6.191879,0.000276,0.145536,
19,vector1,NA,NA,41.430557,74575,0.061742,0.696807,0.000276,0.143331,
