block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,9858.451172,17745211,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,46.471111,83648,5.247987,5.538675,0.000183,0.000943,
0,vector1,NA,NA,44.913334,80844,3.500930,3.778472,0.000183,0.000670,
1,cube0,9857.395508,17743311,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,40.613335,73104,4.450417,4.416820,0.000183,0.000943,
1,vector1,NA,NA,40.625000,73125,2.969217,3.030569,0.000183,0.000670,
2,cube0,10017.138672,18030850,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,46.608891,83896,5.247987,5.538675,0.000183,0.000943,
2,vector1,NA,NA,44.922222,80860,3.500930,3.778472,0.000183,0.000670,
3,cube0,9887.012695,17796622,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,40.558334,73005,4.450417,4.416820,0.000183,0.000943,
3,vector1,NA,NA,40.493889,72889,2.969217,3.030569,0.000183,0.000670,
4,cube0,9833.381836,17700089,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,46.172222,83110,5.247987,5.538675,0.000183,0.000943,
4,vector1,NA,NA,44.547779,80186,3.500930,3.778472,0.000183,0.000670,
5,cube0,9862.401367,17752322,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,40.516666,72930,4.450417,4.416820,0.000183,0.000943,
5,vector1,NA,NA,40.453335,72816,2.969217,3.030569,0.000183,0.000670,
6,cube0,10001.022461,18001840,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,46.345554,83422,5.247987,5.538675,0.000183,0.000943,
6,vector1,NA,NA,44.643333,80358,3.500930,3.778472,0.000183,0.000670,
7,cube0,10030.024414,18054043,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,40.463890,72835,4.450417,4.416820,0.000183,0.000943,
7,vector1,NA,NA,40.418335,72753,2.969217,3.030569,0.000183,0.000670,
8,cube0,10012.292969,18022128,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,46.883335,84390,3.816452,4.245912,0.000183,0.000943,
8,vector1,NA,NA,45.095001,81171,2.546574,2.916630,0.000183,0.000670,
9,cube0,9960.712891,17929285,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,40.373333,72672,2.969217,3.030569,0.000183,0.000943,
9,vector1,NA,NA,40.328888,72592,1.981750,2.106401,0.000183,0.000670,
10,cube0,9973.297852,17951936,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,40.390556,72703,2.969217,3.030569,0.000183,0.000943,
10,vector1,NA,NA,40.352779,72635,1.981750,2.106401,0.000183,0.000670,
11,cube0,10000.215820,18000388,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,47.021667,84639,3.816452,4.245912,0.000183,0.000943,
11,vector1,NA,NA,45.165554,81298,2.546574,2.916630,0.000183,0.000670,
12,cube0,10035.484375,18063871,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,40.333332,72600,2.969217,3.030569,0.000183,0.000943,
12,vector1,NA,NA,40.327221,72589,1.981750,2.106401,0.000183,0.000670,
13,cube0,10153.627930,18276530,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,40.341110,72614,2.969217,3.030569,0.000183,0.000943,
13,vector1,NA,NA,40.326668,72588,1.981750,2.106401,0.000183,0.000670,
14,cube0,9988.638672,17979550,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,46.808887,84256,3.816452,4.245912,0.000183,0.000943,
14,vector1,NA,NA,45.067780,81122,2.546574,2.916630,0.000183,0.000670,
15,cube0,9919.969727,17855946,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,40.341667,72615,2.969217,3.030569,0.000183,0.000943,
15,vector1,NA,NA,40.327778,72590,1.981750,2.106401,0.000183,0.000670,
16,cube0,9964.896484,17936814,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,40.283333,72510,2.969217,3.030569,0.000183,0.000943,
16,vector1,NA,NA,40.288887,72520,1.981750,2.106401,0.000183,0.000670,
17,cube0,9979.879883,17963783,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,46.863335,84354,3.816452,4.245912,0.000183,0.000943,
17,vector1,NA,NA,45.079445,81143,2.546574,2.916630,0.000183,0.000670,
18,cube0,10047.666016,18085798,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,40.283333,72510,2.969217,3.030569,0.000183,0.000943,
18,vector1,NA,NA,40.275555,72496,1.981750,2.106401,0.000183,0.000670,
19,cube0,9994.428711,17989973,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,40.274445,72494,2.969217,3.030569,0.000183,0.000943,
19,vector1,NA,NA,40.281113,72506,1.981750,2.106401,0.000183,0.000670,
