block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,99.217781,178592,24.416666,0.219970,18.550556,0.167122,13.795000,0.124279,0.001111,0.000010,5578.994629,38.913334,0.350571,125.479164,0.000000,30.453333,0.274354,1.033333,5.936111,28.156666,0.000000,0.000000,0.000000,0.144444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.013889,6.981111,48.637222,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.758888,183166,58.706112,0.528884,24.627222,0.221867,81.166336,1.035000,0.009324,66.342560,0.000000,31.978889,0.288098,3.158333,10.967222,33.599998,0.000000,0.000000,0.000000,0.213333,34.755001,NA,NA,NA,1.942778,3.652222,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.767220,183181,44.692780,0.402638,18.942778,0.170656,79.545113,1.066111,0.009605,64.406563,0.000000,30.346111,0.273388,2.846667,9.317778,27.208889,0.000000,0.000000,0.000000,0.191667,25.812778,NA,NA,NA,14.807777,9.907778,
1,cube0,99.123337,178422,24.379999,0.219640,18.550556,0.167122,15.412222,0.138849,0.001111,0.000010,5578.994629,38.742222,0.349029,126.033363,0.000000,30.497778,0.274755,1.043333,5.993889,28.282778,0.000000,0.000000,0.000000,0.141111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.720556,8.961111,47.249443,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.646111,182963,58.786667,0.529610,23.693890,0.213458,84.363579,1.427222,0.012858,69.493126,0.000000,33.179443,0.298914,3.170000,11.011111,33.770557,0.000000,0.000000,0.000000,0.231667,34.973888,NA,NA,NA,1.752222,2.432778,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.584999,182853,44.773335,0.403363,18.865000,0.169955,79.873070,1.323333,0.011922,74.948708,0.000000,29.354445,0.264454,2.855556,9.362223,27.412222,0.000000,0.000000,0.000000,0.224444,25.950556,NA,NA,NA,13.718889,10.633889,
2,cube0,99.317780,178772,24.356112,0.219424,18.540556,0.167032,15.391111,0.138659,0.001111,0.000010,5578.994629,39.499443,0.355851,123.617256,0.000000,32.220001,0.290270,1.049444,5.987778,28.998333,0.000000,0.000000,0.000000,0.156667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.062778,18.690001,36.122223,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.695557,179452,57.200001,0.515315,24.487223,0.220606,80.384117,1.023889,0.009224,59.611107,0.000000,32.681667,0.294429,3.155000,10.990556,34.157776,0.000000,0.000000,0.000000,0.220000,36.931667,NA,NA,NA,2.078889,1.712222,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.719444,179495,43.186668,0.389069,18.783890,0.169224,78.593300,0.937778,0.008448,65.084885,0.000000,31.078888,0.279990,2.841111,9.342778,27.589445,0.000000,0.000000,0.000000,0.210000,26.342777,NA,NA,NA,19.950556,2.883889,
3,cube0,99.099442,178379,24.332222,0.219209,18.527222,0.166912,16.336111,0.147172,0.001111,0.000010,5578.994629,39.166111,0.352848,124.669327,0.000000,30.538889,0.275125,1.058889,5.996666,29.908333,0.000000,0.000000,0.000000,0.153889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.222222,18.012777,26.571667,NA,NA,
