block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
0,cube0,13.738889,24730,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.287777,32918,0.211194,0.008889,0.000000,0.001333,0.000000,0.059611,41792,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.419445,29555,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
1,cube0,14.947778,26906,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.117222,29011,0.150444,0.016389,0.000000,0.002472,0.000000,0.073556,31488,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.617222,28111,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
2,cube0,13.825556,24886,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.618333,28113,0.150778,0.016444,0.000000,0.002472,0.000000,0.073722,31488,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.595555,28072,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
3,cube0,13.687222,24637,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.605000,28089,0.150444,0.016389,0.000000,0.002472,0.000000,0.073556,31488,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.564445,28016,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
4,cube0,14.364445,25856,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.198334,32757,0.211194,0.008889,0.000000,0.001333,0.000000,0.059611,41792,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.348888,29428,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
5,cube0,14.540000,26172,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.613334,28104,0.151028,0.016472,0.000000,0.002500,0.000000,0.073861,31488,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.517222,27931,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
6,cube0,14.651667,26373,0.011889,0.011889,0.000000,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.726666,28308,0.150444,0.016389,0.000000,0.002472,0.000000,0.073556,31488,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.513333,27924,0.110222,0.000000,0.000000,0.002806,0.000000,0.107389,18048,
