block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,13.738889,24730,0.237778,0.011889,0.682778,0.034139,2.934444,0.146722,2.734444,0.136722,11.857959,3.543889,0.177194,8.611325,0.000000,7.281667,0.364083,0.168333,0.431111,0.000000,0.000000,0.000000,0.000000,0.091667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.609445,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.287777,32918,4.223889,0.211194,2.659444,0.132972,28.822401,0.564444,0.028222,42.450710,0.061611,3.807222,0.190361,0.325556,0.682222,0.000000,0.000000,0.000000,0.000000,0.840556,1.959444,NA,8.215000,1.054444,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.419445,29555,2.204444,0.110222,1.867778,0.093389,0.127648,0.132778,0.006639,7.182485,0.107038,5.591667,0.279583,0.192222,0.375556,0.000000,0.000000,0.000000,0.000000,2.741667,2.437778,NA,4.097222,2.208889,
1,cube0,14.947778,26906,0.237778,0.011889,0.721111,0.036056,2.799444,0.139972,3.055556,0.152778,10.611794,3.281667,0.164083,9.299415,0.000000,8.241667,0.412083,0.168333,0.438333,0.000000,0.000000,0.000000,0.000000,0.125556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.488889,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.117222,29011,3.008889,0.150444,2.338333,0.116917,6.678439,0.398333,0.019917,41.000011,0.074423,5.840000,0.292000,0.282778,0.591111,0.000000,0.000000,0.000000,0.000000,0.296667,2.689445,NA,7.360556,0.227778,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.617222,28111,2.204444,0.110222,1.608889,0.080444,0.148188,0.130556,0.006528,7.304739,0.123145,8.475000,0.423750,0.178333,0.353333,0.000000,0.000000,0.000000,0.000000,2.711667,2.773333,NA,3.485556,0.893333,
2,cube0,13.825556,24886,0.237778,0.011889,0.680000,0.034000,2.363333,0.118167,2.173889,0.108694,14.915632,2.896111,0.144806,10.537434,0.000000,10.532778,0.526639,0.167778,0.446111,0.000000,0.000000,0.000000,0.000000,0.110556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.261111,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.618333,28113,3.015556,0.150778,2.522222,0.126111,6.191531,0.417778,0.020889,39.091770,0.075963,3.560000,0.178000,0.283889,0.597222,0.000000,0.000000,0.000000,0.000000,2.842222,3.471667,NA,8.341666,0.880000,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.595555,28072,2.204444,0.110222,2.211667,0.110583,0.107800,0.111111,0.005556,8.583069,0.123512,4.486667,0.224333,0.178333,0.360000,0.000000,0.000000,0.000000,0.000000,3.240556,2.825556,NA,3.881667,1.761667,
3,cube0,13.687222,24637,0.237778,0.011889,0.675000,0.033750,2.537778,0.126889,2.770555,0.138528,11.703403,3.355000,0.167750,9.096148,0.000000,9.926111,0.496306,0.167778,0.453333,0.000000,0.000000,0.000000,0.000000,0.121667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.087778,NA,NA,
