block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,16.466667,29640,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,19.961111,35930,10.147541,17.646040,0.004006,0.008679,
0,vector1,NA,NA,17.965555,32338,0.149543,5.661260,0.004006,0.002670,
1,cube0,16.566668,29820,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,17.225000,31005,4.272649,9.442554,0.004006,0.008679,
1,vector1,NA,NA,17.206667,30972,0.149543,5.661260,0.004006,0.002670,
2,cube0,16.598888,29878,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,17.637222,31747,4.272649,9.442554,0.004006,0.008679,
2,vector1,NA,NA,17.191111,30944,0.149543,5.661260,0.004006,0.002670,
3,cube0,15.932777,28679,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,17.265556,31078,4.272649,9.442554,0.004006,0.008679,
3,vector1,NA,NA,17.164444,30896,0.149543,5.661260,0.004006,0.002670,
4,cube0,15.279445,27503,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,19.882223,35788,10.147541,17.646040,0.004006,0.008679,
4,vector1,NA,NA,17.918333,32253,0.149543,5.661260,0.004006,0.002670,
5,cube0,15.612778,28103,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,17.094444,30770,4.272649,9.442554,0.004006,0.008679,
5,vector1,NA,NA,17.111111,30800,0.149543,5.661260,0.004006,0.002670,
6,cube0,15.778334,28401,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,17.076666,30738,4.272649,9.442554,0.004006,0.008679,
6,vector1,NA,NA,17.075556,30736,0.149543,5.661260,0.004006,0.002670,
7,cube0,16.038889,28870,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,17.043333,30678,4.272649,9.442554,0.004006,0.008679,
7,vector1,NA,NA,17.080000,30744,0.149543,5.661260,0.004006,0.002670,
8,cube0,5.746666,10344,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,17.045000,30681,0.149543,5.661260,0.004006,0.002670,
8,vector1,NA,NA,17.065001,30717,0.149543,5.661260,0.004006,0.002670,
9,cube0,7.252778,13055,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,17.028334,30651,0.149543,5.661260,0.004006,0.002670,
9,vector1,NA,NA,17.017778,30632,0.149543,5.661260,0.004006,0.002670,
10,cube0,7.080555,12745,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,16.968334,30543,0.149543,5.661260,0.004006,0.002670,
10,vector1,NA,NA,17.016111,30629,0.149543,5.661260,0.004006,0.002670,
11,cube0,6.927778,12470,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,16.965000,30537,0.149543,5.661260,0.004006,0.002670,
11,vector1,NA,NA,16.997778,30596,0.149543,5.661260,0.004006,0.002670,
12,cube0,6.868889,12364,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,16.945555,30502,0.149543,5.661260,0.004006,0.002670,
12,vector1,NA,NA,16.990555,30583,0.149543,5.661260,0.004006,0.002670,
13,cube0,6.950000,12510,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,16.941668,30495,0.149543,5.661260,0.004006,0.002670,
13,vector1,NA,NA,16.994444,30590,0.149543,5.661260,0.004006,0.002670,
14,cube0,7.343333,13218,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,16.944445,30500,0.149543,5.661260,0.004006,0.002670,
14,vector1,NA,NA,16.995556,30592,0.149543,5.661260,0.004006,0.002670,
15,cube0,7.418889,13354,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,16.943333,30498,0.149543,5.661260,0.004006,0.002670,
15,vector1,NA,NA,16.945000,30501,0.149543,5.661260,0.004006,0.002670,
16,cube0,7.590556,13663,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,16.910555,30439,0.149543,5.661260,0.004006,0.002670,
16,vector1,NA,NA,16.922777,30461,0.149543,5.661260,0.004006,0.002670,
17,cube0,7.241111,13034,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,16.925556,30466,0.149543,5.661260,0.004006,0.002670,
17,vector1,NA,NA,16.911112,30440,0.149543,5.661260,0.004006,0.002670,
18,cube0,7.216111,12989,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,16.920555,30457,0.149543,5.661260,0.004006,0.002670,
18,vector1,NA,NA,16.910555,30439,0.149543,5.661260,0.004006,0.002670,
19,cube0,7.407222,13333,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,16.907223,30433,0.149543,5.661260,0.004006,0.002670,
19,vector1,NA,NA,16.910000,30438,0.149543,5.661260,0.004006,0.002670,
