Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
LightningIndexer_468c104183baa47aac33ce774c8668e0_1090715905_mix_aic,mix,22.320446,20,40,0,144407,1800,1800,
