block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,24.397223,43915,2,832,4,705,4,705,0.239808,0.564175,0.444050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.855000,48339,7,6,1036,3,1039,3,53.846153,99.711678,99.426933,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.877222,48379,2,6,525,0,527,1,25.000000,99.905037,99.340248,
1,cube0,25.918333,46653,1,833,3,705,5,705,0.119904,0.564175,0.399645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.825001,48285,8,6,1041,0,1039,1,57.142857,99.951942,99.665871,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.858889,48346,5,4,529,0,522,2,55.555557,99.810066,99.435028,
2,cube0,26.087778,46958,2,832,4,705,5,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.815556,48268,6,7,1038,1,1042,0,46.153847,99.951942,99.617958,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.843334,48318,2,6,523,1,527,2,25.000000,99.715103,99.151741,
3,cube0,26.472221,47650,2,832,6,702,3,707,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.801111,48242,8,6,1043,0,1037,1,57.142857,99.951942,99.665871,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.786667,48216,5,4,523,1,529,0,55.555557,99.905037,99.529190,
4,cube0,23.440556,42193,2,832,4,705,5,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.748333,48147,7,7,1043,1,1037,0,50.000000,99.951942,99.618141,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.754999,48159,4,5,527,2,524,0,44.444443,99.810066,99.340866,
5,cube0,24.019444,43235,2,832,4,705,5,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.730556,48115,8,6,1038,0,1042,1,57.142857,99.951942,99.665871,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.752777,48155,3,5,527,0,525,1,37.500000,99.905037,99.434494,
6,cube0,22.453333,40416,1,833,4,705,2,707,0.119904,0.423131,0.310835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.718334,48093,6,7,1040,1,1039,1,46.153847,99.903893,99.570198,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.692778,48047,5,4,533,0,519,1,55.555557,99.905037,99.529190,
7,cube0,22.837223,41107,2,832,3,705,6,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.676111,48017,7,7,1033,1,1046,1,50.000000,99.903893,99.570404,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.667223,48001,2,6,526,0,524,3,25.000000,99.715103,99.151741,
8,cube0,23.185556,41734,2,832,3,705,6,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.650000,47970,10,5,1040,1,1040,0,66.666664,99.951942,99.713737,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.645555,47962,2,6,529,1,523,0,25.000000,99.905037,99.340248,
9,cube0,23.232779,41819,1,833,3,706,5,704,0.119904,0.564175,0.399645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.626667,47928,8,6,1036,1,1043,1,57.142857,99.903893,99.618141,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.659445,47987,4,5,525,1,526,1,44.444443,99.810066,99.340866,
