block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,14.501111,26102,0.237778,0.011889,0.717778,0.035889,2.431667,0.121583,2.597222,0.129861,12.484464,2.873333,0.143667,10.620968,0.000000,6.979445,0.348972,0.167778,0.431667,0.000000,0.000000,0.000000,0.000000,0.108889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.640555,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.441111,33194,4.223889,0.211194,3.133333,0.156667,24.463266,0.594444,0.029722,40.308338,0.063080,7.639444,0.381972,0.323333,0.683889,0.000000,0.000000,0.000000,0.000000,1.127778,2.541667,NA,4.805000,0.362222,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.585556,29854,2.204444,0.110222,2.482222,0.124111,0.096050,0.137778,0.006889,6.921830,0.106038,7.555000,0.377750,0.191111,0.376111,0.000000,0.000000,0.000000,0.000000,2.258889,2.832222,NA,3.751667,0.973333,
1,cube0,15.065556,27118,0.237778,0.011889,0.687222,0.034361,2.257222,0.112861,1.365000,0.068250,23.754524,2.717222,0.135861,11.231167,0.000000,6.350000,0.317500,0.167778,0.439444,0.000000,0.000000,0.000000,0.000000,0.141667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.180555,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.897223,28615,3.008889,0.150444,3.140556,0.157028,4.972501,0.409444,0.020472,39.887394,0.070466,7.244444,0.362222,0.283889,0.591111,0.000000,0.000000,0.000000,0.000000,1.325556,2.691111,NA,4.609445,0.341111,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.656667,28182,2.204444,0.110222,2.339444,0.116972,0.101912,0.836667,0.041833,1.139850,0.115727,7.486667,0.374333,0.177222,0.353889,0.000000,0.000000,0.000000,0.000000,1.474444,0.793889,NA,3.545556,1.280000,
2,cube0,12.970555,23347,0.237778,0.011889,0.688889,0.034444,3.449445,0.172472,1.906667,0.095333,17.006081,3.911111,0.195556,7.802790,0.000000,9.406111,0.470306,0.167222,0.446667,0.000000,0.000000,0.000000,0.000000,0.138333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.748333,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.606667,28092,3.008889,0.150444,2.307222,0.115361,6.768494,0.458889,0.022944,35.589603,0.071577,4.348333,0.217417,0.285000,0.597222,0.000000,0.000000,0.000000,0.000000,1.103889,1.900000,NA,5.761667,1.937778,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.632778,28139,2.204444,0.110222,2.111667,0.105583,0.112905,0.135556,0.006778,7.035303,0.106447,3.864444,0.193222,0.179444,0.359444,0.000000,0.000000,0.000000,0.000000,2.741667,1.636667,NA,6.355000,2.976667,
3,cube0,13.804444,24848,0.237778,0.011889,0.672778,0.033639,2.867222,0.143361,1.580556,0.079028,20.514893,3.439445,0.171972,8.872822,0.000000,11.333333,0.566667,0.167222,0.453889,0.000000,0.000000,0.000000,0.000000,0.126667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.058333,NA,NA,
