block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,30.780001,55404,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,39.278332,70701,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.583889,67651,
1,cube0,30.756666,55362,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.291111,59924,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.279446,59903,
2,cube0,31.922222,57460,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,38.877224,69979,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.283890,67111,
3,cube0,31.423889,56563,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.167221,59701,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.209999,59778,
4,cube0,31.150000,56070,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,38.916668,70050,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.265556,67078,
5,cube0,31.490000,56682,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.151669,59673,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.186668,59736,
6,cube0,31.629444,56933,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,38.926666,70068,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.304443,67148,
7,cube0,31.483889,56671,17.208817,8.604408,68.835266,8.604408,0.000000,17.208817,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.101665,59583,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.103889,59587,
8,cube0,23.773890,42793,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,39.488335,71079,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.602779,67685,
9,cube0,25.206667,45372,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.043335,59478,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.062222,59512,
10,cube0,24.510555,44119,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.041668,59475,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.046665,59484,
11,cube0,24.167223,43501,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,39.435555,70984,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.539444,67571,
12,cube0,24.958889,44926,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.007221,59413,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.027222,59449,
13,cube0,25.289444,45521,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,33.006111,59411,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,33.007778,59414,
14,cube0,25.169445,45305,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,39.461666,71031,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.625557,67726,
15,cube0,24.631111,44336,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,32.989445,59381,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,32.978333,59361,
16,cube0,24.951666,44913,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,32.992779,59387,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,32.981667,59367,
17,cube0,25.559999,46008,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,39.456665,71022,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,37.618889,67714,
18,cube0,25.579445,46043,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,32.959446,59327,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,32.950001,59310,
19,cube0,25.502777,45905,11.472544,5.736272,45.890175,5.736272,0.000000,11.472544,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,32.952221,59314,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,32.951668,59313,
