block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,58.169998,104706,0.288187,0.278835,0.023935,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,68.067223,122521,0.161343,0.099306,0.037731,0.024306,0.000000,0.121790,0.041914,0.081242,
0,vector1,NA,NA,NA,NA,NA,NA,66.746109,120143,0.107562,0.066204,0.025154,0.016204,0.000000,0.101867,0.027600,0.063974,
1,cube0,61.186668,110136,0.280324,0.271389,0.045671,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,68.415558,123148,0.161343,0.099306,0.037731,0.024306,0.000000,0.135239,0.042130,0.133032,
1,vector1,NA,NA,NA,NA,NA,NA,66.922226,120460,0.107562,0.066204,0.025154,0.016204,0.000000,0.104483,0.027731,0.098511,
2,cube0,60.889446,109601,0.294105,0.284491,0.023897,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,68.881111,123986,0.161343,0.099306,0.037731,0.024306,0.000000,0.126026,0.041481,0.133056,
2,vector1,NA,NA,NA,NA,NA,NA,67.281113,121106,0.107562,0.066204,0.025154,0.016204,0.000000,0.094360,0.027292,0.098503,
3,cube0,60.615555,109108,0.294267,0.285093,0.023897,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,69.105003,124389,0.161343,0.099306,0.037731,0.024306,0.000000,0.130177,0.041721,0.133056,
3,vector1,NA,NA,NA,NA,NA,NA,67.062775,120713,0.107562,0.066204,0.025154,0.016204,0.000000,0.100856,0.027323,0.098519,
4,cube0,61.106110,109991,0.306119,0.298966,0.024722,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,67.904999,122229,0.161343,0.099306,0.037731,0.024306,0.000000,0.132299,0.041528,0.133048,
4,vector1,NA,NA,NA,NA,NA,NA,66.580559,119845,0.107562,0.066204,0.025154,0.016204,0.000000,0.100725,0.027176,0.098511,
5,cube0,57.876110,104177,0.282932,0.274012,0.023935,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,62.982224,113368,0.161343,0.099306,0.037731,0.024306,0.000000,0.105247,0.037153,0.081134,
5,vector1,NA,NA,NA,NA,NA,NA,62.930557,113275,0.107562,0.066204,0.025154,0.016204,0.000000,0.081728,0.024769,0.063873,
6,cube0,58.455002,105219,0.296906,0.287500,0.023935,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,67.908890,122236,0.161343,0.099306,0.037731,0.024306,0.000000,0.121134,0.041736,0.081250,
6,vector1,NA,NA,NA,NA,NA,NA,66.583885,119851,0.107562,0.066204,0.025154,0.016204,0.000000,0.095556,0.027863,0.063958,
7,cube0,61.628887,110932,0.293056,0.283812,0.045602,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,68.339447,123011,0.161343,0.099306,0.037731,0.024306,0.000000,0.138580,0.042245,0.133025,
7,vector1,NA,NA,NA,NA,NA,NA,66.842224,120316,0.107562,0.066204,0.025154,0.016204,0.000000,0.103997,0.026937,0.098511,
8,cube0,59.943333,107898,0.293225,0.283688,0.023897,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,68.778336,123801,0.161343,0.099306,0.037731,0.024306,0.000000,0.141721,0.042060,0.133056,
8,vector1,NA,NA,NA,NA,NA,NA,67.077225,120739,0.107562,0.066204,0.025154,0.016204,0.000000,0.108279,0.027431,0.098511,
9,cube0,60.768333,109383,0.296420,0.286628,0.023897,0.000548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
