block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,58.169998,104706,15.296111,0.212446,13.786111,0.191474,9.467778,0.131497,1.461667,0.020301,23.488443,23.790001,0.330417,128.279022,0.000000,21.047222,0.292323,0.592222,2.785556,11.186666,0.000000,0.000000,0.911667,0.167778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.197224,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.067223,122521,47.172779,0.655177,20.281666,0.281690,95.159752,1.556111,0.021613,44.968414,0.009588,18.524445,0.257284,2.795000,7.135000,0.000000,0.000000,0.000000,32.981667,0.402222,3.068333,NA,7.071667,5.104445,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.746109,120143,32.184444,0.447006,13.211111,0.183488,97.398705,1.086667,0.015093,43.222507,0.013656,18.150555,0.252091,2.001111,5.001111,0.000000,0.000000,0.000000,18.000555,0.642222,1.585556,NA,16.726110,12.660000,
1,cube0,61.186668,110136,15.428333,0.214282,13.922222,0.193364,10.517222,0.146073,4.060555,0.056397,8.455069,23.078333,0.320532,132.234772,0.000000,21.061111,0.292515,0.637222,2.858889,11.750000,0.000000,0.000000,0.952222,0.154444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.426109,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.415558,123148,49.761665,0.691134,19.730556,0.274035,97.817734,2.471667,0.034329,46.976337,0.009852,19.905001,0.276458,2.877222,7.275556,0.000000,0.000000,0.000000,33.998890,0.851111,4.333889,NA,7.623333,3.311111,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.922226,120460,34.561111,0.480015,12.638333,0.175532,101.812874,1.591111,0.022099,48.849174,0.012586,18.211666,0.252940,2.062778,5.119444,0.000000,0.000000,0.000000,19.177221,0.462778,2.586667,NA,16.438334,10.895555,
2,cube0,60.889446,109601,15.271667,0.212106,13.811666,0.191829,10.593889,0.147137,3.027222,0.042045,11.341182,23.998333,0.333310,127.165405,0.000000,22.240000,0.308889,0.646667,2.882778,12.047778,0.000000,0.000000,0.855000,0.172778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.621666,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.881111,123986,50.192223,0.697114,17.952778,0.249344,107.504166,2.618333,0.036366,44.344948,0.009486,21.752222,0.302114,2.882778,7.298333,0.000000,0.000000,0.000000,33.857224,0.830000,3.267778,NA,6.329444,3.120556,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.281113,121106,34.845554,0.483966,12.960556,0.180008,99.281624,1.944444,0.027006,39.972580,0.012503,18.410000,0.255694,2.070000,5.141667,0.000000,0.000000,0.000000,19.329445,0.470000,1.942778,NA,17.373333,10.694445,
3,cube0,60.615555,109108,15.566112,0.216196,13.855556,0.192438,11.199445,0.155548,1.270555,0.017647,27.021467,24.211111,0.336265,126.047821,0.000000,23.552778,0.327122,0.653889,2.907778,12.338889,0.000000,0.000000,0.856111,0.160556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.437222,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.105003,124389,50.618889,0.703040,19.427221,0.269823,99.345055,2.384444,0.033117,48.694717,0.008088,17.677778,0.245525,2.881111,7.323333,0.000000,0.000000,0.000000,34.004444,0.670000,4.457222,NA,7.300556,3.227778,
