block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,99.183334,178530,8193,2048,3335,2302,3321,2311,80.001953,59.064690,69.033005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.699997,183060,33,112,8381,2,8391,0,22.758621,99.988075,99.326202,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.772224,183190,49,96,6294,1,6351,0,33.793102,99.992096,99.241653,
1,cube0,99.278336,178701,8193,2048,3528,2373,3516,2364,80.001953,59.791191,69.189903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.772781,183191,49,160,8417,1,8355,1,23.444977,99.988075,99.046104,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.775002,183195,33,176,6342,0,6303,1,15.789474,99.992096,98.623100,
2,cube0,99.529442,179153,8193,2048,3271,2360,3261,2377,80.001953,57.964329,68.456535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.909447,179837,33,96,8236,1,8280,1,25.581396,99.987892,99.411308,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.937775,179888,33,96,6216,1,6173,0,25.581396,99.991928,99.225174,
3,cube0,99.406113,178931,8193,2048,2495,3143,2501,3130,80.001953,44.334015,61.315666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.133888,194641,49,144,7704,1,7773,0,25.388601,99.993538,99.074722,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.222221,194800,113,64,4641,0,4644,1,63.841808,99.989227,99.313118,
4,cube0,99.475555,179056,8193,2048,2481,3406,2515,3379,80.001953,42.407265,59.890110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.241669,191235,49,192,7605,1,7615,1,20.331951,99.986862,98.745392,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.259445,191267,97,128,4499,0,4529,2,43.111111,99.977852,98.595352,
5,cube0,99.356110,178841,8193,2048,2241,3406,2243,3379,80.001953,39.790577,58.935379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.994446,183590,49,96,7372,1,7336,1,33.793102,99.986404,99.340286,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.010559,183619,65,64,4304,1,4213,0,50.387596,99.988258,99.248291,
6,cube0,99.442780,178997,8193,2048,3330,2313,3330,2296,80.001953,59.100185,69.051605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.983887,183571,65,96,8330,0,8442,2,40.372669,99.988075,99.421318,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.051109,183692,49,112,6328,0,6317,1,30.434782,99.992096,99.117668,
7,cube0,99.543335,179178,8193,2048,3523,2371,3521,2366,80.001953,59.791191,69.189903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.163330,183894,65,160,8374,1,8398,1,28.888889,99.988075,99.047005,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.157219,183883,49,176,6345,0,6300,1,21.777779,99.992096,98.624817,
8,cube0,99.545555,179182,8193,2048,3262,2369,3270,2368,80.001953,57.964329,68.456535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.915558,179848,1,128,8224,1,8292,1,0.775194,99.987892,99.219078,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.940002,179892,33,96,6208,0,6181,1,25.581396,99.991928,99.225174,
9,cube0,99.656113,179381,8193,2048,2498,3140,2498,3133,80.001953,44.334015,61.315666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.092781,194567,65,112,7717,1,7759,1,36.723164,99.987076,99.271797,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.114998,194607,97,64,4658,1,4627,0,60.248447,99.989227,99.311951,
10,cube0,99.851112,179732,8193,2048,2503,3400,2493,3385,80.001953,42.407265,59.890110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.355553,195040,49,192,7730,2,7746,0,20.331951,99.987076,98.765823,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.342224,195016,81,144,4630,1,4655,0,36.000000,99.989227,98.475449,
11,cube0,99.561111,179210,8193,2048,2252,3389,2232,3396,80.001953,39.790577,58.935379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.934448,179882,49,80,7261,0,7192,1,37.984497,99.993080,99.444557,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.981667,179967,49,64,4091,1,4169,1,43.362831,99.975792,99.211937,
12,cube0,99.491112,179084,8193,2048,3329,2304,3331,2305,80.001953,59.100185,69.051605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.118889,183814,49,112,8420,2,8352,0,30.434782,99.988075,99.326836,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.171112,183908,65,96,6324,0,6320,2,40.372669,99.984184,99.234795,
13,cube0,99.627220,179329,8193,2048,3526,2375,3518,2362,80.001953,59.791191,69.189903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.206665,183972,49,176,8383,1,8390,0,21.777779,99.994041,98.958763,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.261665,184071,65,160,6331,0,6314,1,28.888889,99.992096,98.749123,
14,cube0,99.589447,179261,8193,2048,3262,2379,3270,2358,80.001953,57.964329,68.456535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.181114,183926,17,144,8368,1,8404,1,10.559006,99.988075,99.137878,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.246666,184044,65,96,6346,2,6298,0,40.372669,99.984184,99.234795,
15,cube0,99.437775,178988,8193,2048,2501,3145,2495,3128,80.001953,44.334015,61.315666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
