block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,42.130554,75835,0.254712,0.179609,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,50.591667,91065,0.075535,0.045103,0.008827,0.021605,0.000000,0.142274,0.267119,0.028827,
0,vector1,NA,NA,NA,NA,NA,NA,50.653889,91177,0.075535,0.045103,0.008827,0.021605,0.000000,0.149558,0.264897,0.028827,
1,cube0,42.060001,75708,0.210556,0.127191,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,44.282223,79708,0.044414,0.027047,0.004403,0.012963,0.000000,0.084702,0.120473,0.045751,
1,vector1,NA,NA,NA,NA,NA,NA,44.314999,79767,0.015237,0.009023,0.001893,0.004321,0.000000,0.031584,0.053189,0.023765,
2,cube0,42.224445,76004,0.244794,0.165247,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,50.633335,91140,0.060947,0.036091,0.007572,0.017284,0.000000,0.119115,0.188570,0.050514,
2,vector1,NA,NA,NA,NA,NA,NA,50.669998,91206,0.046358,0.027078,0.006317,0.012963,0.000000,0.095905,0.157593,0.028827,
3,cube0,41.894444,75410,0.241101,0.164023,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,44.100555,79381,0.059002,0.036060,0.005658,0.017284,0.000000,0.107891,0.198488,0.045628,
3,vector1,NA,NA,NA,NA,NA,NA,44.165001,79497,0.044414,0.027047,0.004403,0.012963,0.000000,0.076142,0.158344,0.023765,
4,cube0,42.090000,75762,0.215782,0.134403,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,50.515556,90928,0.046358,0.027078,0.006317,0.012963,0.000000,0.107654,0.126667,0.050463,
4,vector1,NA,NA,NA,NA,NA,NA,50.562778,91013,0.017181,0.009053,0.003807,0.004321,0.000000,0.052562,0.053220,0.028693,
5,cube0,42.146111,75863,0.232006,0.155710,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,44.275002,79695,0.073591,0.045072,0.006914,0.021605,0.000000,0.120638,0.265031,0.023776,
5,vector1,NA,NA,NA,NA,NA,NA,44.403332,79926,0.073591,0.045072,0.006914,0.021605,0.000000,0.135864,0.277150,0.023776,
6,cube0,42.361111,76250,0.244095,0.161265,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,50.840000,91512,0.039064,0.022572,0.005689,0.010802,0.000000,0.108848,0.088529,0.028683,
6,vector1,NA,NA,NA,NA,NA,NA,50.724998,91305,0.002593,0.000041,0.002551,0.000000,0.000000,0.027942,0.001739,0.006759,
7,cube0,42.070000,75726,0.255278,0.179084,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,44.279446,79703,0.066296,0.040566,0.006286,0.019444,0.000000,0.114763,0.230761,0.045607,
7,vector1,NA,NA,NA,NA,NA,NA,44.296665,79734,0.059002,0.036060,0.005658,0.017284,0.000000,0.098097,0.211255,0.023858,
8,cube0,42.305557,76150,0.221173,0.139599,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,50.639446,91151,0.053652,0.031584,0.006944,0.015123,0.000000,0.112469,0.155082,0.050658,
8,vector1,NA,NA,NA,NA,NA,NA,50.514446,90926,0.031770,0.018066,0.005062,0.008642,0.000000,0.072984,0.108591,0.028735,
9,cube0,42.132778,75839,0.240226,0.153519,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,44.130554,79435,0.051708,0.031553,0.005031,0.015123,0.000000,0.091276,0.153817,0.045679,
9,vector1,NA,NA,NA,NA,NA,NA,44.251110,79652,0.029825,0.018035,0.003148,0.008642,0.000000,0.058025,0.111399,0.023786,
10,cube0,42.351112,76232,0.243796,0.159753,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,50.750000,91350,0.068241,0.040597,0.008200,0.019444,0.000000,0.137603,0.228940,0.050658,
10,vector1,NA,NA,NA,NA,NA,NA,50.731110,91316,0.060947,0.036091,0.007572,0.017284,0.000000,0.129167,0.218652,0.028837,
11,cube0,41.963890,75535,0.220977,0.137099,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,43.974445,79154,0.037119,0.022541,0.003776,0.010802,0.000000,0.072860,0.084959,0.023632,
11,vector1,NA,NA,NA,NA,NA,NA,44.104443,79388,0.000648,0.000010,0.000638,0.000000,0.000000,0.009650,0.001728,0.001790,
12,cube0,42.215557,75988,0.243477,0.167994,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,50.567223,91021,0.075535,0.045103,0.008827,0.021605,0.000000,0.148560,0.273951,0.028827,
12,vector1,NA,NA,NA,NA,NA,NA,50.646111,91163,0.075535,0.045103,0.008827,0.021605,0.000000,0.145412,0.269321,0.028827,
13,cube0,41.982224,75568,0.210586,0.125504,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,44.108891,79396,0.044414,0.027047,0.004403,0.012963,0.000000,0.083570,0.119516,0.045741,
13,vector1,NA,NA,NA,NA,NA,NA,44.091667,79365,0.015237,0.009023,0.001893,0.004321,0.000000,0.032716,0.052479,0.023745,
14,cube0,42.183887,75931,0.245669,0.163776,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,50.443333,90798,0.060947,0.036091,0.007572,0.017284,0.000000,0.113056,0.187397,0.050514,
14,vector1,NA,NA,NA,NA,NA,NA,50.642776,91157,0.046358,0.027078,0.006317,0.012963,0.000000,0.100628,0.162809,0.028827,
15,cube0,41.715557,75088,0.235864,0.155885,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,43.778332,78801,0.059002,0.036060,0.005658,0.017284,0.000000,0.111224,0.197222,0.045689,
15,vector1,NA,NA,NA,NA,NA,NA,43.801666,78843,0.044414,0.027047,0.004403,0.012963,0.000000,0.083117,0.166492,0.023765,
16,cube0,41.598888,74878,0.213539,0.124259,0.047757,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,41.544998,74781,0.043765,0.027037,0.003765,0.012963,0.000000,0.070319,0.117459,0.044023,
16,vector1,NA,NA,NA,NA,NA,NA,41.548332,74787,0.014588,0.009012,0.001255,0.004321,0.000000,0.022840,0.052953,0.022140,
17,cube0,41.717224,75091,0.243765,0.167449,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,41.678333,75021,0.072942,0.045062,0.006276,0.021605,0.000000,0.114568,0.264414,0.022119,
17,vector1,NA,NA,NA,NA,NA,NA,41.670555,75007,0.072942,0.045062,0.006276,0.021605,0.000000,0.122582,0.273374,0.022119,
18,cube0,41.543888,74779,0.236132,0.150010,0.047809,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,41.503334,74706,0.036471,0.022531,0.003138,0.010802,0.000000,0.067603,0.085350,0.022058,
18,vector1,NA,NA,NA,NA,NA,NA,41.506111,74711,0.000000,0.000000,0.000000,0.000000,0.000000,0.001595,0.001739,0.000134,
19,cube0,41.551666,74793,0.068107,0.044300,0.015751,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,41.525555,74746,0.007294,0.004506,0.000628,0.002160,0.000000,0.010772,0.014115,0.021975,
19,vector1,NA,NA,NA,NA,NA,NA,41.528332,74751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000566,0.000504,0.000134,
