block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
0,cube0,42.130554,75835,0.110216,0.110216,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.591667,91065,0.540093,0.071245,0.000000,0.000000,0.000000,0.081914,484608,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.653889,91177,0.540093,0.071245,0.000000,0.000000,0.000000,0.081914,484608,
1,cube0,42.060001,75708,0.111132,0.111132,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.282223,79708,0.288735,0.042860,0.000000,0.000000,0.000000,0.046749,272576,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.314999,79767,0.119558,0.014702,0.000000,0.000000,0.000000,0.021317,109504,
2,cube0,42.224445,76004,0.111101,0.111101,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.633335,91140,0.456996,0.057263,0.000000,0.000000,0.000000,0.071121,407296,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.669998,91206,0.372407,0.043457,0.000000,0.000000,0.000000,0.058426,325760,
3,cube0,41.894444,75410,0.110658,0.110658,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.100555,79381,0.373323,0.057027,0.000000,0.000000,0.000000,0.059414,354112,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.165001,79497,0.288735,0.042860,0.000000,0.000000,0.000000,0.046749,272576,
4,cube0,42.090000,75762,0.110895,0.110895,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.515556,90928,0.372407,0.043457,0.000000,0.000000,0.000000,0.058426,325760,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.562778,91013,0.203230,0.016687,0.000000,0.000000,0.000000,0.032922,162688,
5,cube0,42.146111,75863,0.110216,0.110216,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.275002,79695,0.456420,0.071307,0.000000,0.000000,0.000000,0.070072,431424,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.403332,79926,0.456420,0.071307,0.000000,0.000000,0.000000,0.070072,431424,
6,cube0,42.361111,76250,0.110658,0.110658,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.840000,91512,0.328621,0.036667,0.000000,0.000000,0.000000,0.050267,280768,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.724998,91305,0.117027,0.004558,0.000000,0.000000,0.000000,0.018447,76928,
7,cube0,42.070000,75726,0.110010,0.110010,0.000000,163840,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
