block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,10.902223,19624,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.805555,28450,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.880000,28584,
1,cube0,10.833889,19501,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.010555,19819,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.035556,19864,
2,cube0,10.810555,19459,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,10.991667,19785,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.005000,19809,
3,cube0,10.801111,19442,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,10.986667,19776,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,10.981667,19767,
4,cube0,10.817223,19471,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.638333,28149,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.662778,28193,
5,cube0,10.833333,19500,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,10.975000,19755,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.031111,19856,
6,cube0,10.807222,19453,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.408334,20535,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,10.997222,19795,
7,cube0,10.782778,19409,13.125577,6.562788,52.502308,6.562788,0.000000,13.125577,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,10.947778,19706,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,10.954445,19718,
