block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,10.902223,19624,1,512,35,512,35,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.805555,28450,1,80,322,1,324,0,1.234568,99.845444,88.873627,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.880000,28584,17,64,260,1,257,0,20.987654,99.806953,89.148582,
1,cube0,10.833889,19501,1,512,35,512,35,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.010555,19819,1,80,66,0,68,1,1.234568,99.259262,62.500000,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.035556,19864,17,64,3,1,2,0,20.987654,83.333336,25.287355,
2,cube0,10.810555,19459,1,512,24,523,26,522,0.194932,4.566210,3.171642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.991667,19785,17,64,66,1,68,0,20.987654,99.259262,69.907410,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.005000,19809,17,64,2,0,3,1,20.987654,83.333336,25.287355,
3,cube0,10.801111,19442,1,512,36,512,34,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.986667,19776,17,64,68,1,66,0,20.987654,99.259262,69.907410,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.981667,19767,17,64,2,1,3,0,20.987654,83.333336,25.287355,
4,cube0,10.817223,19471,1,512,35,513,35,512,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.638333,28149,17,64,322,1,324,0,20.987654,99.845444,91.071426,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.662778,28193,17,64,257,0,260,1,20.987654,99.806953,89.148582,
5,cube0,10.833333,19500,1,512,35,512,36,513,0.194932,6.478102,4.474829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.975000,19755,1,80,68,1,66,0,1.234568,99.259262,62.500000,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.031111,19856,17,64,3,0,2,1,20.987654,83.333336,25.287355,
6,cube0,10.807222,19453,1,512,35,513,35,512,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.408334,20535,1,80,68,1,66,0,1.234568,99.259262,62.500000,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.997222,19795,17,64,1,0,4,1,20.987654,83.333336,25.287355,
7,cube0,10.782778,19409,1,512,27,521,26,521,0.194932,4.840183,3.358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.947778,19706,1,80,68,1,65,1,1.234568,98.518517,62.037037,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.954445,19718,17,64,3,0,2,1,20.987654,83.333336,25.287355,
