block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,11.223889,20203,1.209444,0.067191,0.926667,0.051481,2.230000,0.123889,0.001111,0.000062,1716.613770,1.776111,0.098673,137.457962,0.000000,4.005000,0.222500,0.084444,0.300000,2.039444,0.000000,0.000000,0.000000,0.103889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848333,2.840556,0.550556,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.113890,29005,6.015000,0.334167,0.890000,0.049444,85.857483,0.413333,0.022963,92.291061,0.000000,6.007222,0.333735,1.001667,2.302222,0.000000,0.000000,0.000000,0.000000,0.136667,0.722222,NA,NA,NA,1.173333,1.486667,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.170555,29107,4.187222,0.232623,0.743333,0.041296,82.110077,0.411667,0.022870,92.664711,0.000000,5.795556,0.321975,0.947778,1.990000,0.000000,0.000000,0.000000,0.000000,0.102222,0.231111,NA,NA,NA,0.993889,3.547778,
1,cube0,11.218333,20193,1.209444,0.067191,0.926667,0.051481,1.778333,0.098796,0.001111,0.000062,1716.613770,1.786667,0.099259,136.645874,0.000000,4.490556,0.249475,0.077222,0.291667,1.955000,0.000000,0.000000,0.000000,0.127778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975556,2.748889,0.970556,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.417222,20551,2.167222,0.120401,0.184444,0.010247,83.374687,0.397222,0.022068,96.034340,0.000000,6.635556,0.368642,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.127222,0.728333,NA,NA,NA,1.568333,1.517222,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.489445,20681,0.339444,0.018858,0.001111,0.000062,0.000000,0.468333,0.026019,81.452614,0.000000,6.436111,0.357562,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.093333,0.230556,NA,NA,NA,1.255000,3.630000,
2,cube0,11.243333,20238,1.209444,0.067191,0.926667,0.051481,2.045000,0.113611,0.001111,0.000062,1716.613770,1.814444,0.100802,134.553940,0.000000,4.865556,0.270309,0.077222,0.291667,2.147222,0.000000,0.000000,0.000000,0.112778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588333,2.727778,1.912222,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.433333,20580,2.167222,0.120401,0.179444,0.009969,85.697823,0.407778,0.022654,93.548431,0.000000,7.185000,0.399167,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.129444,0.737222,NA,NA,NA,2.856111,1.081667,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.434444,20582,0.339444,0.018858,0.001111,0.000062,0.000000,0.448889,0.024938,84.980873,0.000000,5.909444,0.328302,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.094444,0.230556,NA,NA,NA,1.141667,3.176667,
3,cube0,11.212778,20183,1.209444,0.067191,0.926667,0.051481,1.873889,0.104105,0.001111,0.000062,1716.613770,1.883889,0.104660,129.593948,0.000000,5.438889,0.302161,0.077222,0.291667,2.222778,0.000000,0.000000,0.000000,0.114444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307778,2.752222,0.000000,NA,NA,
