block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,19.395555,34912,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.982222,44968,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.993334,44988,
1,cube0,22.504999,40509,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.943890,44899,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.964445,44936,
2,cube0,23.935556,43084,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.913334,44844,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.936666,44886,
3,cube0,23.796667,42834,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.885555,44794,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.910555,44839,
4,cube0,21.053888,37897,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.859444,44747,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.869444,44765,
5,cube0,21.718334,39093,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.818333,44673,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.844444,44720,
6,cube0,22.903334,41226,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.796112,44633,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.811666,44661,
7,cube0,23.160000,41688,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.777222,44599,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.770555,44587,
8,cube0,20.647223,37165,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.772223,44590,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.732222,44518,
9,cube0,21.202223,38164,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.733889,44521,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.727777,44510,
10,cube0,21.808332,39255,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.727222,44509,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.708334,44475,
11,cube0,21.612778,38903,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.707222,44473,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.697779,44456,
12,cube0,22.245556,40042,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.696667,44454,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.691668,44445,
13,cube0,22.275555,40096,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.677221,44419,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.680000,44424,
14,cube0,21.813889,39265,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.662777,44393,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.676111,44417,
15,cube0,23.057222,41503,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.661667,44391,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.684999,44433,
16,cube0,23.199444,41759,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.652779,44375,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.677221,44419,
17,cube0,23.425556,42166,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.641666,44355,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.655556,44380,
18,cube0,23.918333,43053,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.623333,44322,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.650555,44371,
19,cube0,24.475555,44056,12.636426,6.318213,50.545704,8.424284,0.000000,12.636426,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,24.616112,44309,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,24.632778,44339,
