block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,19.395555,34912,1,833,3,704,2,709,0.119904,0.352609,0.266430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.982222,44968,7,6,1034,1,1046,0,53.846153,99.951942,99.665710,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.993334,44988,2,6,522,4,522,5,25.000000,99.145302,98.586243,
1,cube0,22.504999,40509,2,832,4,705,5,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.943890,44899,8,6,1040,0,1040,1,57.142857,99.951942,99.665871,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.964445,44936,4,5,528,2,523,0,44.444443,99.810066,99.340866,
2,cube0,23.935556,43084,2,832,6,703,3,706,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.913334,44844,7,6,1040,0,1040,1,53.846153,99.951942,99.665710,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.936666,44886,2,6,519,0,532,2,25.000000,99.810066,99.245995,
3,cube0,23.796667,42834,2,832,5,704,4,705,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.885555,44794,8,6,1049,1,1031,0,57.142857,99.951942,99.665871,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.910555,44839,5,4,532,1,519,0,55.555557,99.904945,99.528748,
4,cube0,21.053888,37897,1,833,2,705,6,705,0.119904,0.564175,0.399645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.859444,44747,7,7,1032,1,1047,1,50.000000,99.903893,99.570404,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.869444,44765,4,5,527,0,525,1,44.444443,99.905037,99.435028,
5,cube0,21.718334,39093,2,832,5,704,4,705,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
