block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,9547.648438,17185767,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,49.660557,89389,NA,NA,NA,NA,
0,vector1,NA,NA,48.070000,86526,NA,NA,NA,NA,
1,cube0,9472.079102,17049742,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,43.792221,78826,NA,NA,NA,NA,
1,vector1,NA,NA,43.732777,78719,NA,NA,NA,NA,
2,cube0,9334.833008,16802699,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,49.598331,89277,NA,NA,NA,NA,
2,vector1,NA,NA,47.913887,86245,NA,NA,NA,NA,
3,cube0,9333.535156,16800364,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,43.752777,78755,NA,NA,NA,NA,
3,vector1,NA,NA,43.690556,78643,NA,NA,NA,NA,
4,cube0,9484.476562,17072058,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,49.381668,88887,NA,NA,NA,NA,
4,vector1,NA,NA,47.759998,85968,NA,NA,NA,NA,
5,cube0,9331.396484,16796514,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,43.713333,78684,NA,NA,NA,NA,
5,vector1,NA,NA,43.666668,78600,NA,NA,NA,NA,
6,cube0,9271.500000,16688700,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,49.377777,88880,NA,NA,NA,NA,
6,vector1,NA,NA,47.768890,85984,NA,NA,NA,NA,
7,cube0,9289.482422,16721068,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,43.619999,78516,NA,NA,NA,NA,
7,vector1,NA,NA,43.574444,78434,NA,NA,NA,NA,
8,cube0,9437.750000,16987950,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,50.044998,90081,NA,NA,NA,NA,
8,vector1,NA,NA,48.287777,86918,NA,NA,NA,NA,
9,cube0,9451.493164,17012688,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,43.562222,78412,NA,NA,NA,NA,
9,vector1,NA,NA,43.531666,78357,NA,NA,NA,NA,
10,cube0,9428.193359,16970749,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,43.543888,78379,NA,NA,NA,NA,
10,vector1,NA,NA,43.536667,78366,NA,NA,NA,NA,
11,cube0,9358.840820,16845914,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,50.100555,90181,NA,NA,NA,NA,
11,vector1,NA,NA,48.278332,86901,NA,NA,NA,NA,
12,cube0,9349.311523,16828759,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,43.555000,78399,NA,NA,NA,NA,
12,vector1,NA,NA,43.537777,78368,NA,NA,NA,NA,
13,cube0,9375.083984,16875153,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,43.547779,78386,NA,NA,NA,NA,
13,vector1,NA,NA,43.534443,78362,NA,NA,NA,NA,
14,cube0,9423.959961,16963128,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,50.202778,90365,NA,NA,NA,NA,
14,vector1,NA,NA,48.390556,87103,NA,NA,NA,NA,
15,cube0,9525.583984,17146052,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,43.491112,78284,NA,NA,NA,NA,
15,vector1,NA,NA,43.493889,78289,NA,NA,NA,NA,
16,cube0,9505.073242,17109132,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,43.493889,78289,NA,NA,NA,NA,
16,vector1,NA,NA,43.485001,78273,NA,NA,NA,NA,
17,cube0,9428.446289,16971203,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,50.072777,90131,NA,NA,NA,NA,
17,vector1,NA,NA,48.279446,86903,NA,NA,NA,NA,
18,cube0,9467.355469,17041241,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,43.487778,78278,NA,NA,NA,NA,
18,vector1,NA,NA,43.477779,78260,NA,NA,NA,NA,
19,cube0,9483.734375,17070722,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,43.474445,78254,NA,NA,NA,NA,
19,vector1,NA,NA,43.485001,78273,NA,NA,NA,NA,
