block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,14.442778,25997,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,18.202778,32765,10.785387,18.755220,0.004257,0.009224,
0,vector1,NA,NA,16.246111,29243,0.158943,6.017110,0.004257,0.002838,
1,cube0,14.928889,26872,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,15.500556,27901,4.541215,10.036086,0.004257,0.009224,
1,vector1,NA,NA,15.486111,27875,0.158943,6.017110,0.004257,0.002838,
2,cube0,14.832778,26699,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,15.502222,27904,4.541215,10.036086,0.004257,0.009224,
2,vector1,NA,NA,15.487223,27877,0.158943,6.017110,0.004257,0.002838,
3,cube0,13.230556,23815,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,15.478889,27862,4.541215,10.036086,0.004257,0.009224,
3,vector1,NA,NA,15.462222,27832,0.158943,6.017110,0.004257,0.002838,
4,cube0,13.152223,23674,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,18.083334,32550,10.785387,18.755220,0.004257,0.009224,
4,vector1,NA,NA,16.227777,29210,0.158943,6.017110,0.004257,0.002838,
5,cube0,13.492778,24287,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,15.424444,27764,4.541215,10.036086,0.004257,0.009224,
5,vector1,NA,NA,15.390000,27702,0.158943,6.017110,0.004257,0.002838,
6,cube0,13.653889,24577,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,15.387777,27698,4.541215,10.036086,0.004257,0.009224,
6,vector1,NA,NA,15.355556,27640,0.158943,6.017110,0.004257,0.002838,
7,cube0,14.435000,25983,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,15.389444,27701,4.541215,10.036086,0.004257,0.009224,
7,vector1,NA,NA,15.355000,27639,0.158943,6.017110,0.004257,0.002838,
8,cube0,4.412778,7943,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,15.377222,27679,0.158943,6.017110,0.004257,0.002838,
8,vector1,NA,NA,15.345000,27621,0.158943,6.017110,0.004257,0.002838,
9,cube0,6.828333,12291,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,15.324445,27584,0.158943,6.017110,0.004257,0.002838,
9,vector1,NA,NA,15.272223,27490,0.158943,6.017110,0.004257,0.002838,
10,cube0,6.702222,12064,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,15.320556,27577,0.158943,6.017110,0.004257,0.002838,
10,vector1,NA,NA,15.269444,27485,0.158943,6.017110,0.004257,0.002838,
11,cube0,6.599444,11879,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,15.301666,27543,0.158943,6.017110,0.004257,0.002838,
11,vector1,NA,NA,15.251111,27452,0.158943,6.017110,0.004257,0.002838,
12,cube0,6.292778,11327,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,15.294444,27530,0.158943,6.017110,0.004257,0.002838,
12,vector1,NA,NA,15.242222,27436,0.158943,6.017110,0.004257,0.002838,
13,cube0,6.398334,11517,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,15.298889,27538,0.158943,6.017110,0.004257,0.002838,
13,vector1,NA,NA,15.247222,27445,0.158943,6.017110,0.004257,0.002838,
14,cube0,6.568333,11823,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,15.298333,27537,0.158943,6.017110,0.004257,0.002838,
14,vector1,NA,NA,15.250000,27450,0.158943,6.017110,0.004257,0.002838,
15,cube0,6.813334,12264,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,15.248889,27448,0.158943,6.017110,0.004257,0.002838,
15,vector1,NA,NA,15.212222,27382,0.158943,6.017110,0.004257,0.002838,
16,cube0,7.228889,13012,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,15.224444,27404,0.158943,6.017110,0.004257,0.002838,
16,vector1,NA,NA,15.227777,27410,0.158943,6.017110,0.004257,0.002838,
17,cube0,7.273889,13093,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,15.220555,27397,0.158943,6.017110,0.004257,0.002838,
17,vector1,NA,NA,15.226111,27407,0.158943,6.017110,0.004257,0.002838,
18,cube0,6.607222,11893,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,15.209444,27377,0.158943,6.017110,0.004257,0.002838,
18,vector1,NA,NA,15.211667,27381,0.158943,6.017110,0.004257,0.002838,
19,cube0,6.835556,12304,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,15.213333,27384,0.158943,6.017110,0.004257,0.002838,
19,vector1,NA,NA,15.212778,27383,0.158943,6.017110,0.004257,0.002838,
