block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,21.213888,38185,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,25.176666,45318,36.886356,29.446255,0.003100,0.002067,
0,vector1,NA,NA,25.141666,45255,18.501045,16.913824,0.003100,0.002067,
1,cube0,24.502777,44105,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,25.142221,45256,36.886356,29.446255,0.003100,0.002067,
1,vector1,NA,NA,25.107779,45194,18.501045,16.913824,0.003100,0.002067,
2,cube0,24.516111,44129,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,25.139999,45252,36.886356,29.446255,0.003100,0.002067,
2,vector1,NA,NA,25.089445,45161,18.501045,16.913824,0.003100,0.002067,
3,cube0,24.858889,44746,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,25.104445,45188,36.886356,29.446255,0.003100,0.002067,
3,vector1,NA,NA,25.053888,45097,18.501045,16.913824,0.003100,0.002067,
4,cube0,21.148890,38068,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,25.071667,45129,36.886356,29.446255,0.003100,0.002067,
4,vector1,NA,NA,25.020555,45037,18.501045,16.913824,0.003100,0.002067,
5,cube0,21.777222,39199,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,25.052221,45094,36.886356,29.446255,0.003100,0.002067,
5,vector1,NA,NA,25.003334,45006,18.501045,16.913824,0.003100,0.002067,
6,cube0,22.957222,41323,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,25.013334,45024,36.886356,29.446255,0.003100,0.002067,
6,vector1,NA,NA,24.961111,44930,18.501045,16.913824,0.003100,0.002067,
7,cube0,24.027779,43250,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,24.983334,44970,36.886356,29.446255,0.003100,0.002067,
7,vector1,NA,NA,24.932222,44878,18.501045,16.913824,0.003100,0.002067,
8,cube0,21.016666,37830,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,24.950556,44911,36.886356,29.446255,0.003100,0.002067,
8,vector1,NA,NA,24.916666,44850,18.501045,16.913824,0.003100,0.002067,
9,cube0,21.161667,38091,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,24.908890,44836,36.886356,29.446255,0.003100,0.002067,
9,vector1,NA,NA,24.908333,44835,18.501045,16.913824,0.003100,0.002067,
10,cube0,24.015556,43228,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,24.895000,44811,36.886356,29.446255,0.003100,0.002067,
10,vector1,NA,NA,24.894444,44810,18.501045,16.913824,0.003100,0.002067,
11,cube0,21.754999,39159,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,24.896667,44814,36.886356,29.446255,0.003100,0.002067,
11,vector1,NA,NA,24.896667,44814,18.501045,16.913824,0.003100,0.002067,
12,cube0,22.763889,40975,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,24.879444,44783,36.886356,29.446255,0.003100,0.002067,
12,vector1,NA,NA,24.877777,44780,18.501045,16.913824,0.003100,0.002067,
13,cube0,23.389444,42101,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,24.865555,44758,36.886356,29.446255,0.003100,0.002067,
13,vector1,NA,NA,24.865555,44758,18.501045,16.913824,0.003100,0.002067,
14,cube0,22.399445,40319,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,24.861111,44750,36.886356,29.446255,0.003100,0.002067,
14,vector1,NA,NA,24.846666,44724,18.501045,16.913824,0.003100,0.002067,
15,cube0,22.088888,39760,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,24.847778,44726,36.886356,29.446255,0.003100,0.002067,
15,vector1,NA,NA,24.831667,44697,18.501045,16.913824,0.003100,0.002067,
16,cube0,22.690556,40843,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,24.845556,44722,36.886356,29.446255,0.003100,0.002067,
16,vector1,NA,NA,24.831112,44696,18.501045,16.913824,0.003100,0.002067,
17,cube0,23.831667,42897,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,24.860556,44749,36.886356,29.446255,0.003100,0.002067,
17,vector1,NA,NA,24.820000,44676,18.501045,16.913824,0.003100,0.002067,
18,cube0,24.666666,44400,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,24.843889,44719,36.886356,29.446255,0.003100,0.002067,
18,vector1,NA,NA,24.809444,44657,18.501045,16.913824,0.003100,0.002067,
19,cube0,24.193333,43548,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,24.825001,44685,36.886356,29.446255,0.003100,0.002067,
19,vector1,NA,NA,24.790556,44623,18.501045,16.913824,0.003100,0.002067,
