block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,16.965000,30537,1,129,11,513,11,512,0.769231,2.101242,1.954121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.388889,36700,2,50,357,6,353,10,3.846154,97.796143,91.516708,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.472221,33250,1,2,30,7,36,8,33.333332,81.481483,79.761902,
1,cube0,16.263334,29274,2,128,8,513,14,512,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.747778,31946,2,34,102,2,92,3,5.555555,97.487434,83.404259,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.735001,31923,1,2,36,1,34,0,33.333332,98.591553,95.945946,
2,cube0,16.492222,29686,2,128,11,512,11,513,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.766666,31980,2,34,98,2,105,0,5.555555,99.024391,85.062241,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.711111,31880,1,2,34,1,39,0,33.333332,98.648651,96.103897,
3,cube0,16.363333,29454,2,128,3,520,2,522,1.538462,0.477555,0.594732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.643333,31758,2,34,106,0,103,1,5.555555,99.523811,85.772354,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.654444,31778,1,2,36,0,34,1,33.333332,98.591553,95.945946,
4,cube0,16.458334,29625,2,128,1,521,5,520,1.538462,0.573066,0.679694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.257223,36463,2,50,365,1,367,0,3.846154,99.863571,93.503181,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.451666,33213,1,2,41,0,42,1,33.333332,98.809525,96.551727,
5,cube0,15.851666,28533,2,128,11,512,11,513,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.618334,31713,2,34,104,2,102,0,5.555555,99.038460,85.245903,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.661667,31791,1,2,37,0,39,2,33.333332,97.435898,95.061729,
6,cube0,15.958889,28726,2,128,12,513,10,512,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.616667,31710,2,34,102,1,96,0,5.555555,99.497490,85.106384,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.606667,31692,1,2,44,0,33,1,33.333332,98.717949,96.296295,
7,cube0,15.602777,28085,1,129,12,512,10,513,0.769231,2.101242,1.954121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.557222,31603,2,34,103,1,109,0,5.555555,99.530518,85.943771,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.587223,31657,1,2,40,0,32,1,33.333332,98.630135,96.052635,
8,cube0,6.285555,11314,1,65,3,0,2,1,1.515152,83.333336,8.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.537222,31567,1,2,46,1,51,0,33.333332,98.979591,97.029701,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.551666,31593,1,2,47,0,52,1,33.333332,99.000000,97.087379,
9,cube0,6.837778,12308,2,64,1,1,4,0,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.500000,31500,1,2,49,3,43,6,33.333332,91.089111,89.423080,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.533333,31560,1,2,51,1,52,0,33.333332,99.038460,97.196259,
10,cube0,7.015000,12627,2,64,1,1,4,0,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.485556,31474,1,2,47,0,46,1,33.333332,98.936172,96.907219,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.541111,31574,1,2,45,0,54,1,33.333332,99.000000,97.087379,
11,cube0,7.202778,12965,2,64,1,0,4,1,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.490555,31483,1,2,55,0,45,1,33.333332,99.009903,97.115387,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.541111,31574,1,2,45,1,55,0,33.333332,99.009903,97.115387,
12,cube0,6.869444,12365,1,65,2,0,3,1,1.515152,83.333336,8.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.489445,31481,1,2,54,1,51,0,33.333332,99.056602,97.247704,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.497778,31496,1,2,47,0,53,1,33.333332,99.009903,97.115387,
13,cube0,6.852778,12335,2,64,4,1,1,0,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.460556,31429,1,2,49,1,46,0,33.333332,98.958336,96.969696,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.468889,31444,1,2,47,0,46,1,33.333332,98.936172,96.907219,
14,cube0,7.059444,12707,2,64,3,0,2,1,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.469444,31445,1,2,53,1,52,0,33.333332,99.056602,97.247704,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.461111,31430,1,2,51,1,52,0,33.333332,99.038460,97.196259,
15,cube0,7.130556,12835,2,64,3,1,2,0,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.467222,31441,1,2,43,1,42,0,33.333332,98.837212,96.629211,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.452223,31414,1,2,47,1,49,0,33.333332,98.969070,97.000000,
16,cube0,7.552222,13594,2,64,4,1,1,0,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.452223,31414,1,2,36,1,37,0,33.333332,98.648651,96.103897,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.457222,31423,1,2,49,1,57,0,33.333332,99.065422,97.272728,
