block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,57.660000,103788,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.691109,123644,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.419998,121356,
1,cube0,60.923332,109662,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.162781,124493,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.584999,121653,
2,cube0,62.470001,112446,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.583336,125250,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.928886,122272,
3,cube0,61.322224,110380,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.915001,125847,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.899445,122219,
4,cube0,60.997776,109796,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.691666,123645,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.326111,121187,
5,cube0,58.410000,105138,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,63.697777,114656,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,63.711666,114681,
6,cube0,58.412777,105143,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.559448,123407,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.339447,121211,
7,cube0,62.124443,111824,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.970558,124147,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.510002,121518,
8,cube0,60.426109,108767,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.496109,125093,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.944443,122300,
9,cube0,61.662777,110993,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.699448,125459,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.767776,121982,
10,cube0,61.095554,109972,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.542778,123377,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.268890,121084,
11,cube0,58.433887,105181,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,63.555000,114399,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,63.577221,114439,
12,cube0,57.434444,103382,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.384445,123092,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.091667,120765,
13,cube0,60.700554,109261,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.048332,124287,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.665001,121797,
14,cube0,61.411667,110541,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.325554,124786,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.740555,121933,
15,cube0,61.599445,110879,41.815521,20.907761,167.262085,25.089314,0.000000,41.815521,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.844444,125720,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.854446,122138,
16,cube0,50.824444,91484,33.452415,16.726208,133.809662,20.071449,0.000000,33.452415,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,63.502224,114304,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,63.521667,114339,
17,cube0,49.546112,89183,33.452415,16.726208,133.809662,20.071449,0.000000,33.452415,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,68.788887,123820,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.319443,121175,
18,cube0,52.049999,93690,33.452415,16.726208,133.809662,20.071449,0.000000,33.452415,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,69.711113,125480,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,67.662781,121793,
19,cube0,50.466110,90839,33.452415,16.726208,133.809662,20.071449,0.000000,33.452415,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,63.460556,114229,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,63.509445,114317,
