block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,17.183332,30930,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,20.983889,37771,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,19.027779,34250,
1,cube0,17.087778,30758,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.216667,32790,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.217777,32792,
2,cube0,17.605556,31690,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.410555,33139,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.213333,32784,
3,cube0,16.546667,29784,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.185556,32734,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.189444,32741,
4,cube0,16.662777,29993,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,20.808889,37456,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.976110,34157,
5,cube0,16.532223,29758,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.125000,32625,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.126667,32628,
6,cube0,16.992222,30586,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.090555,32563,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.126667,32628,
7,cube0,17.092222,30766,1.271540,0.635770,5.086161,5.086161,0.000000,1.271540,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.244444,32840,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.107222,32593,
8,cube0,6.302222,11344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.073889,32533,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.062222,32512,
9,cube0,6.983889,12571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.008888,32416,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.046112,32483,
10,cube0,7.273889,13093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.996111,32393,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.030556,32455,
11,cube0,7.091667,12765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.977777,32360,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.020000,32436,
12,cube0,7.542778,13577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.972778,32351,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.025555,32446,
13,cube0,7.108889,12796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.974445,32354,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.028889,32452,
14,cube0,7.380556,13285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.976110,32357,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.977222,32359,
15,cube0,7.600000,13680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.941668,32295,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.953333,32316,
16,cube0,7.510556,13519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.952778,32315,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.943890,32299,
17,cube0,7.115000,12807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.953333,32316,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.939444,32291,
18,cube0,7.141111,12854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.937222,32287,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.942223,32296,
19,cube0,7.322222,13180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.941668,32295,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.936111,32285,
