block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,20.360001,36648,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.772223,46390,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.721111,46298,
1,cube0,21.633888,38941,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.733889,46321,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.683889,46231,
2,cube0,23.507778,42314,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.707777,46274,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.656666,46182,
3,cube0,23.535000,42363,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.681110,46226,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.631666,46137,
4,cube0,22.211666,39981,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.640556,46153,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.588333,46059,
5,cube0,22.837778,41108,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.617222,46111,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.565001,46017,
6,cube0,24.058889,43306,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.586666,46056,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.552221,45994,
7,cube0,24.212223,43582,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.542223,45976,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.545555,45982,
8,cube0,20.766666,37380,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.503889,45907,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.503334,45906,
9,cube0,21.512222,38722,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.489445,45881,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.488333,45879,
10,cube0,22.575556,40636,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.473888,45853,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.473888,45853,
11,cube0,24.004444,43208,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.466667,45840,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.467777,45842,
12,cube0,23.122778,41621,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.462223,45832,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.446667,45804,
13,cube0,24.356667,43842,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.452223,45814,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.433889,45781,
14,cube0,24.328888,43792,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.446112,45803,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.433332,45780,
15,cube0,24.332222,43798,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.462223,45832,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.425556,45766,
16,cube0,24.603889,44287,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.446667,45804,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.412777,45743,
17,cube0,24.639999,44352,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.425556,45766,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.392221,45706,
18,cube0,25.215555,45388,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.420555,45757,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.383888,45691,
19,cube0,25.044445,45080,12.363390,6.181695,49.453560,8.242260,0.000000,12.363390,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,25.404444,45728,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,25.368889,45664,
