block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,74.022781,133241,0.368774,0.379832,0.084046,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,85.576111,154037,0.059151,0.030943,0.008396,0.019811,0.000000,0.142977,0.012631,0.088459,
0,vector1,NA,NA,NA,NA,NA,NA,84.111664,151401,0.039434,0.020629,0.005597,0.013208,0.000000,0.158627,0.006782,0.051698,
1,cube0,73.205559,131770,0.323008,0.325577,0.080147,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,79.720558,143497,0.059151,0.030943,0.008396,0.019811,0.000000,0.194518,0.006520,0.084308,
1,vector1,NA,NA,NA,NA,NA,NA,79.741669,143535,0.039434,0.020629,0.005597,0.013208,0.000000,0.150786,0.003260,0.086876,
2,cube0,75.488892,135880,0.361751,0.375629,0.080262,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,85.624443,154124,0.059151,0.030943,0.008396,0.019811,0.000000,0.153396,0.013753,0.110356,
2,vector1,NA,NA,NA,NA,NA,NA,84.062225,151312,0.039434,0.020629,0.005597,0.013208,0.000000,0.108690,0.007526,0.086834,
3,cube0,74.922226,134860,0.345713,0.341939,0.078553,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,79.663887,143395,0.059151,0.030943,0.008396,0.019811,0.000000,0.152610,0.006520,0.110304,
3,vector1,NA,NA,NA,NA,NA,NA,79.657219,143383,0.039434,0.020629,0.005597,0.013208,0.000000,0.104560,0.003260,0.086824,
4,cube0,74.207222,133573,0.336478,0.353585,0.076876,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,85.415001,153747,0.059151,0.030943,0.008396,0.019811,0.000000,0.192096,0.012987,0.107736,
4,vector1,NA,NA,NA,NA,NA,NA,83.809998,150858,0.039434,0.020629,0.005597,0.013208,0.000000,0.151415,0.007558,0.086845,
5,cube0,74.865555,134758,0.372862,0.381876,0.077348,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,79.535553,143164,0.059151,0.030943,0.008396,0.019811,0.000000,0.154015,0.006520,0.110273,
5,vector1,NA,NA,NA,NA,NA,NA,79.418335,142953,0.039434,0.020629,0.005597,0.013208,0.000000,0.111614,0.003260,0.086824,
6,cube0,75.245003,135441,0.362945,0.380702,0.077170,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,85.111115,153200,0.059151,0.030943,0.008396,0.019811,0.000000,0.181866,0.012820,0.110210,
6,vector1,NA,NA,NA,NA,NA,NA,83.446114,150203,0.039434,0.020629,0.005597,0.013208,0.000000,0.145828,0.006730,0.086824,
7,cube0,73.016113,131429,0.392096,0.395975,0.079099,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,79.440002,142992,0.059151,0.030943,0.008396,0.019811,0.000000,0.145597,0.006520,0.110325,
7,vector1,NA,NA,NA,NA,NA,NA,79.324997,142785,0.039434,0.020629,0.005597,0.013208,0.000000,0.112851,0.003260,0.086845,
8,cube0,66.837219,120307,0.268260,0.285734,0.097065,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,85.784447,154412,0.039434,0.020629,0.005597,0.013208,0.000000,0.212673,0.013050,0.110346,
8,vector1,NA,NA,NA,NA,NA,NA,83.973892,151153,0.026289,0.013753,0.003732,0.008805,0.000000,0.144539,0.007254,0.086855,
9,cube0,66.781113,120206,0.326478,0.342851,0.132935,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,79.355553,142840,0.039434,0.020629,0.005597,0.013208,0.000000,0.154413,0.006520,0.110325,
9,vector1,NA,NA,NA,NA,NA,NA,79.269997,142686,0.026289,0.013753,0.003732,0.008805,0.000000,0.104455,0.003260,0.086824,
10,cube0,66.012222,118822,0.278574,0.305000,0.104486,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,79.266113,142679,0.039434,0.020629,0.005597,0.013208,0.000000,0.157107,0.006520,0.110241,
10,vector1,NA,NA,NA,NA,NA,NA,79.193336,142548,0.026289,0.013753,0.003732,0.008805,0.000000,0.116384,0.003260,0.086771,
11,cube0,66.694443,120050,0.308533,0.326740,0.100073,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,85.703888,154267,0.039434,0.020629,0.005597,0.013208,0.000000,0.186614,0.012526,0.110325,
11,vector1,NA,NA,NA,NA,NA,NA,83.984444,151172,0.026289,0.013753,0.003732,0.008805,0.000000,0.127159,0.008082,0.086855,
12,cube0,65.343887,117619,0.294665,0.314067,0.103952,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,79.277779,142700,0.039434,0.020629,0.005597,0.013208,0.000000,0.189015,0.006520,0.110294,
12,vector1,NA,NA,NA,NA,NA,NA,79.203331,142566,0.026289,0.013753,0.003732,0.008805,0.000000,0.138029,0.003260,0.086834,
13,cube0,64.121109,115418,0.294738,0.313166,0.098281,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,79.202774,142565,0.039434,0.020629,0.005597,0.013208,0.000000,0.201960,0.006520,0.110231,
13,vector1,NA,NA,NA,NA,NA,NA,79.159447,142487,0.026289,0.013753,0.003732,0.008805,0.000000,0.149811,0.003260,0.086751,
14,cube0,67.726112,121907,0.277222,0.296331,0.109832,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,85.746109,154343,0.039434,0.020629,0.005597,0.013208,0.000000,0.196897,0.012977,0.110335,
14,vector1,NA,NA,NA,NA,NA,NA,83.919441,151055,0.026289,0.013753,0.003732,0.008805,0.000000,0.153281,0.007180,0.086876,
15,cube0,72.514999,130527,0.302841,0.323029,0.150482,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,79.168335,142503,0.039434,0.020629,0.005597,0.013208,0.000000,0.111373,0.006520,0.110314,
15,vector1,NA,NA,NA,NA,NA,NA,79.132225,142438,0.026289,0.013753,0.003732,0.008805,0.000000,0.117159,0.003260,0.086866,
16,cube0,65.831665,118497,0.248480,0.272704,0.099518,0.000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
