block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,10.799444,19439,1.209444,0.067191,0.926667,0.051481,1.930556,0.107253,0.001111,0.000062,1716.613770,1.901667,0.105648,128.382462,0.000000,3.878333,0.215463,0.084444,0.300000,2.187778,0.000000,0.000000,0.000000,0.122222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731111,2.848889,0.732222,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.783889,28411,6.015000,0.334167,1.008889,0.056049,75.739922,0.421111,0.023395,90.586487,0.000000,6.235556,0.346420,1.001667,2.302222,0.000000,0.000000,0.000000,0.000000,0.127778,0.761667,NA,NA,NA,1.354445,1.372222,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.804444,28448,4.187222,0.232623,0.827778,0.045988,73.733749,0.420556,0.023364,90.706139,0.000000,6.025000,0.334722,0.947778,1.990000,0.000000,0.000000,0.000000,0.000000,0.101667,0.230556,NA,NA,NA,1.111667,3.487222,
1,cube0,10.822778,19481,1.209444,0.067191,0.926667,0.051481,1.916667,0.106481,0.001111,0.000062,1716.613770,1.797222,0.099846,135.843307,0.000000,4.551667,0.252870,0.077222,0.291667,1.984444,0.000000,0.000000,0.000000,0.117222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006111,2.748889,1.841667,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.997778,19796,2.167222,0.120401,0.199444,0.011080,77.104172,0.430000,0.023889,88.713890,0.000000,6.393333,0.355185,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.120556,0.753889,NA,NA,NA,1.196667,1.505000,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.043889,19879,0.339444,0.018858,0.001111,0.000062,0.000000,0.457778,0.025432,83.330765,0.000000,6.364444,0.353580,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.091667,0.230556,NA,NA,NA,2.724444,3.635556,
2,cube0,10.818334,19473,1.209444,0.067191,0.926667,0.051481,1.921667,0.106759,0.001111,0.000062,1716.613770,1.777778,0.098765,137.329102,0.000000,4.746111,0.263673,0.077222,0.291667,2.040555,0.000000,0.000000,0.000000,0.141667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496111,2.750000,0.000000,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.011666,19821,2.167222,0.120401,0.200000,0.011111,76.889992,0.460556,0.025586,82.828171,0.000000,7.073333,0.392963,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.120000,0.752222,NA,NA,NA,1.908333,1.080556,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.057222,19903,0.339444,0.018858,0.001111,0.000062,0.000000,0.542778,0.030154,70.281013,0.000000,4.850000,0.269444,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.096111,0.231111,NA,NA,NA,1.547222,3.191667,
3,cube0,10.801666,19443,1.209444,0.067191,0.926667,0.051481,1.696667,0.094259,0.001111,0.000062,1716.613770,1.807222,0.100401,135.091644,0.000000,5.167778,0.287099,0.077222,0.291667,2.103889,0.000000,0.000000,0.000000,0.110556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641667,2.810555,0.397222,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.002222,19804,2.167222,0.120401,0.198889,0.011049,77.319550,0.416111,0.023117,91.674965,0.000000,5.340000,0.296667,0.986667,2.251111,0.000000,0.000000,0.000000,0.000000,0.125000,0.762778,NA,NA,NA,1.142222,1.293333,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.981667,19767,0.339444,0.018858,0.001111,0.000062,0.000000,0.492778,0.027377,77.412125,0.000000,4.869444,0.270525,0.932222,1.938889,0.000000,0.000000,0.000000,0.000000,0.097222,0.230556,NA,NA,NA,2.347778,3.400000,
4,cube0,10.793333,19428,1.209444,0.067191,0.926667,0.051481,1.896111,0.105340,0.001111,0.000062,1716.613770,1.828889,0.101605,133.491211,0.000000,5.443333,0.302407,0.084444,0.307222,2.485556,0.000000,0.000000,0.000000,0.128889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259444,2.725556,0.000000,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.778334,28401,6.015000,0.334167,0.975556,0.054198,78.327835,0.438333,0.024352,87.027313,0.000000,5.505000,0.305833,1.004444,2.307778,0.000000,0.000000,0.000000,0.000000,0.135556,0.755556,NA,NA,NA,2.346667,0.707778,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.827778,28490,4.187222,0.232623,0.838333,0.046574,72.805359,0.472778,0.026265,80.686897,0.000000,5.379445,0.298858,0.951111,1.995000,0.000000,0.000000,0.000000,0.000000,0.104444,0.230556,NA,NA,NA,2.118889,2.805000,
5,cube0,10.801666,19443,1.209444,0.067191,0.926667,0.051481,2.071111,0.115062,0.001111,0.000062,1716.613770,1.872222,0.104012,130.401520,0.000000,4.072222,0.226235,0.076111,0.292222,2.180000,0.000000,0.000000,0.000000,0.102222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991667,2.793333,0.900556,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.057222,19903,2.167222,0.120401,0.233889,0.012994,65.749161,0.516667,0.028704,73.832855,0.000000,5.147778,0.285988,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.137222,0.761667,NA,NA,NA,1.443889,1.485556,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.097777,19976,0.339444,0.018858,0.001111,0.000062,0.000000,0.565000,0.031389,67.516769,0.000000,5.125556,0.284753,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.123889,0.230556,NA,NA,NA,1.220000,3.612778,
6,cube0,10.680555,19225,1.209444,0.067191,0.926667,0.051481,1.752778,0.097377,0.001111,0.000062,1716.613770,1.875000,0.104167,130.208344,0.000000,5.142778,0.285710,0.076111,0.292222,2.067778,0.000000,0.000000,0.000000,0.121667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700000,2.806111,0.000000,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.825000,19485,2.165000,0.120278,0.191111,0.010617,80.466270,0.516667,0.028704,73.832855,0.000000,5.448333,0.302685,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.135000,0.756667,NA,NA,NA,2.050000,1.295000,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.857778,19544,0.339444,0.018858,0.001111,0.000062,0.000000,0.531111,0.029506,71.824844,0.000000,5.253889,0.291883,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.105556,0.230556,NA,NA,NA,1.954444,3.391667,
7,cube0,10.676111,19217,1.209444,0.067191,0.926667,0.051481,1.902778,0.105710,0.001111,0.000062,1716.613770,1.821667,0.101204,134.020462,0.000000,5.440000,0.302222,0.076111,0.292222,2.080555,0.000000,0.000000,0.000000,0.101667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346111,2.807222,1.155556,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.810555,19459,2.167222,0.120401,0.205000,0.011389,75.014626,0.419444,0.023302,90.946426,0.000000,5.721111,0.317840,0.985556,2.251667,0.000000,0.000000,0.000000,0.000000,0.123889,0.757222,NA,NA,NA,1.185000,0.974444,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.839444,19511,0.339444,0.018858,0.001111,0.000062,0.000000,0.457222,0.025401,83.432022,0.000000,5.448333,0.302685,0.932222,1.938889,0.000000,0.000000,0.000000,0.000000,0.103889,0.230556,NA,NA,NA,1.124444,3.057222,
