block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,58.257221,104863,3841,2625,2,2875,2,2887,59.403030,0.069372,31.433945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.942780,122297,4,146,8090,5,8156,11,2.666667,99.901611,99.012917,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.668335,120003,3,98,5447,4,5415,0,2.970297,99.963188,99.069939,
1,cube0,60.893333,109608,3842,2624,644,2549,641,2572,59.418495,20.059319,39.830639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.381111,123086,7,242,8106,2,8155,1,2.811245,99.981552,98.516319,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.903893,120427,5,162,5466,1,5397,0,2.994012,99.990799,98.522346,
2,cube0,61.723888,111103,3842,2624,305,2885,340,2876,59.418495,10.068686,34.858608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.846664,123924,7,242,8117,2,8142,0,2.811245,99.987701,98.522110,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.256111,121061,5,162,5433,1,5429,0,2.994012,99.990791,98.522209,
3,cube0,61.318890,110374,3842,2624,312,2889,333,2872,59.418495,10.068686,34.858608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
