block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,28.950001,52110,513,1089,3,1651,1,1663,32.022472,0.120555,10.508130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.862778,66353,4,146,2151,7,2138,9,2.666667,99.628342,96.363640,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.228889,63412,3,98,1447,2,1438,2,2.970297,99.861542,96.588631,
1,cube0,29.291666,52725,514,1088,126,1526,119,1547,32.084892,7.383966,15.426829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.047222,55885,4,98,1756,1,1763,1,3.921569,99.943199,97.239853,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.043333,55878,3,66,1174,0,1190,1,4.347826,99.957718,97.247330,
2,cube0,28.291666,50925,514,1088,76,1588,73,1581,32.084892,4.490657,13.475610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.783890,66211,4,146,2162,1,2145,0,2.666667,99.976784,96.702560,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.161667,63291,3,98,1449,0,1439,1,2.970297,99.965385,96.688965,
3,cube0,29.418888,52954,514,1088,54,1602,47,1615,32.084892,3.044002,12.500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.007778,55814,4,98,1759,0,1765,1,3.921569,99.971634,97.270470,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.004444,55808,3,66,1172,0,1191,1,4.347826,99.957695,97.246201,
4,cube0,28.102222,50584,513,1089,2,1650,3,1663,32.022472,0.150693,10.528456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.846111,66323,4,146,2162,2,2140,0,2.666667,99.953529,96.677147,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.123333,63222,3,98,1444,0,1446,2,2.970297,99.930847,96.658875,
5,cube0,29.330000,52794,514,1088,122,1540,123,1533,32.084892,7.383966,15.426829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.902779,55625,4,98,1762,1,1760,0,3.921569,99.971619,97.268967,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.894444,55610,3,66,1188,1,1178,0,4.347826,99.957756,97.249588,
6,cube0,29.598333,53277,514,1088,1,1652,4,1661,32.084892,0.150693,10.548780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
