block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
0,cube0,0,23762,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31293,NA,NA,NA,NA,NA,NA,41792,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27824,NA,NA,NA,NA,NA,NA,18048,
1,cube0,0,23680,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26515,NA,NA,NA,NA,NA,NA,31488,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26444,NA,NA,NA,NA,NA,NA,18048,
2,cube0,0,23299,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26443,NA,NA,NA,NA,NA,NA,31488,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26392,NA,NA,NA,NA,NA,NA,18048,
3,cube0,0,23864,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26505,NA,NA,NA,NA,NA,NA,31488,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26385,NA,NA,NA,NA,NA,NA,18048,
4,cube0,0,24271,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31024,NA,NA,NA,NA,NA,NA,41792,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27642,NA,NA,NA,NA,NA,NA,18048,
5,cube0,0,24048,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26298,NA,NA,NA,NA,NA,NA,31488,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26269,NA,NA,NA,NA,NA,NA,18048,
6,cube0,0,24506,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26767,NA,NA,NA,NA,NA,NA,31488,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26244,NA,NA,NA,NA,NA,NA,18048,
7,cube0,0,24732,NA,NA,NA,32768,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26879,NA,NA,NA,NA,NA,NA,31488,
