block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,22.834444,41102,2,128,11,512,11,513,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.928333,48471,2,50,365,6,345,12,3.846154,97.527473,91.282051,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.052221,45094,1,2,32,3,45,4,33.333332,91.666664,89.655174,
1,cube0,22.597778,40676,1,129,11,511,10,515,0.769231,2.005731,1.869159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.200556,43561,2,34,96,3,97,0,5.555555,98.469391,84.051727,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.151667,43473,1,2,34,0,37,1,33.333332,98.611115,96.000000,
2,cube0,23.885000,42993,2,128,10,514,12,511,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.172777,43511,2,34,107,1,99,5,5.555555,97.169815,83.870964,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.124445,43424,1,2,32,1,38,1,33.333332,97.222221,94.666664,
3,cube0,23.690001,42642,2,128,3,522,3,519,1.538462,0.573066,0.679694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.133888,43441,2,34,101,0,101,1,5.555555,99.507393,85.355652,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.077223,43339,1,2,37,1,36,1,33.333332,97.333336,94.871796,
4,cube0,23.433332,42180,2,128,12,513,10,512,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.903889,48427,2,50,360,2,367,0,3.846154,99.725655,93.341873,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.938889,44890,1,2,46,0,37,1,33.333332,98.809525,96.551727,
5,cube0,21.886667,39396,2,128,3,519,2,523,1.538462,0.477555,0.594732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.082777,43349,2,34,103,0,102,1,5.555555,99.514565,85.537193,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.014444,43226,1,2,36,1,37,0,33.333332,98.648651,96.103897,
6,cube0,22.772778,40991,2,128,13,512,9,513,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.006111,43211,2,34,98,0,101,1,5.555555,99.500000,85.169495,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.001667,43203,1,2,37,1,34,0,33.333332,98.611115,96.000000,
7,cube0,22.307222,40153,1,129,11,512,11,513,0.769231,2.101242,1.954121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.004444,43208,2,34,104,1,100,2,5.555555,98.550728,84.773659,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.984444,43172,1,2,41,1,47,0,33.333332,98.876404,96.739128,
8,cube0,15.511111,27920,1,65,3,1,2,0,1.515152,83.333336,8.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.974445,43154,1,2,49,1,44,1,33.333332,97.894737,95.918365,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.973333,43152,1,2,46,1,55,0,33.333332,99.019608,97.142860,
9,cube0,12.812778,23063,2,64,3,1,2,0,3.030303,83.333336,9.722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.936666,43086,1,2,56,0,47,1,33.333332,99.038460,97.196259,
