block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
0,cube0,57.851112,104132,0.213773,0.213773,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.239441,124631,0.655177,0.197307,0.000000,0.001682,0.000000,0.071273,1191840,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.886665,122196,0.447006,0.133881,0.000000,0.001204,0.000000,0.050656,800576,
1,cube0,61.062222,109912,0.212955,0.212955,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.643333,125358,0.691134,0.202346,0.000000,0.001728,0.000000,0.080247,1209568,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.193886,122749,0.480015,0.139174,0.000000,0.001250,0.000000,0.059722,817536,
2,cube0,61.334999,110403,0.213657,0.213657,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.149445,126269,0.697114,0.201204,0.000000,0.001721,0.000000,0.079799,1209568,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.629448,123533,0.483966,0.138356,0.000000,0.001242,0.000000,0.059367,817536,
3,cube0,61.588333,110859,0.214367,0.214367,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.511108,126920,0.703040,0.200077,0.000000,0.001705,0.000000,0.079352,1209568,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.399445,123119,0.483966,0.138356,0.000000,0.001242,0.000000,0.059367,817536,
4,cube0,60.473331,108852,0.236752,0.236752,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.161110,124490,0.684051,0.203789,0.000000,0.001744,0.000000,0.080826,1209568,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.843887,122119,0.475247,0.140224,0.000000,0.001258,0.000000,0.060170,817536,
5,cube0,57.711113,103880,0.209923,0.209923,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.226112,115607,0.618765,0.204421,0.000000,0.001744,0.000000,0.061705,1162080,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.250557,115651,0.422400,0.138796,0.000000,0.001242,0.000000,0.044105,780352,
6,cube0,58.338890,105010,0.209552,0.209552,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.072220,124330,0.655293,0.197284,0.000000,0.001682,0.000000,0.071265,1191840,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.899445,122219,0.447045,0.133873,0.000000,0.001204,0.000000,0.050648,800576,
7,cube0,61.366665,110460,0.211975,0.211975,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.503334,125106,0.691188,0.202353,0.000000,0.001728,0.000000,0.080255,1209568,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.972221,122350,0.480015,0.139174,0.000000,0.001250,0.000000,0.059722,817536,
8,cube0,61.912224,111442,0.209707,0.209707,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.050003,126090,0.697114,0.201204,0.000000,0.001721,0.000000,0.079799,1209568,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.451668,123213,0.483966,0.138356,0.000000,0.001242,0.000000,0.059367,817536,
9,cube0,62.337223,112207,0.214884,0.214884,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.467224,126841,0.703040,0.200077,0.000000,0.001705,0.000000,0.079352,1209568,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.361664,123051,0.483966,0.138356,0.000000,0.001242,0.000000,0.059367,817536,
10,cube0,60.948891,109708,0.225440,0.225440,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.952774,124115,0.684144,0.203773,0.000000,0.001736,0.000000,0.080818,1209568,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.625000,121725,0.475216,0.140231,0.000000,0.001258,0.000000,0.060177,817536,
11,cube0,59.941666,107895,0.212330,0.212330,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.093330,115368,0.618765,0.204421,0.000000,0.001744,0.000000,0.061705,1162080,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.111664,115401,0.422400,0.138796,0.000000,0.001242,0.000000,0.044105,780352,
12,cube0,59.006111,106211,0.217315,0.217315,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.925552,124066,0.655332,0.197276,0.000000,0.001682,0.000000,0.071258,1191840,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.603889,121687,0.447091,0.133843,0.000000,0.001204,0.000000,0.050640,800576,
13,cube0,62.450554,112411,0.235255,0.235255,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.533333,125160,0.691188,0.202353,0.000000,0.001728,0.000000,0.080255,1209568,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.147224,122665,0.480015,0.139174,0.000000,0.001250,0.000000,0.059722,817536,
14,cube0,62.325554,112186,0.217523,0.217523,0.000000,491520,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.979446,125963,0.697114,0.201204,0.000000,0.001721,0.000000,0.079799,1209568,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.345558,123022,0.483966,0.138356,0.000000,0.001242,0.000000,0.059367,817536,
