block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,57.856667,104142,3841,2625,0,2871,3,2892,59.403030,0.052029,31.425768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.838890,122110,4,146,8101,10,8145,6,2.666667,99.901611,99.012917,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.562775,119813,3,98,5445,1,5418,1,2.970297,99.981590,99.088089,
1,cube0,61.074444,109934,3842,2624,644,2546,641,2575,59.418495,20.059319,39.830639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.382225,123088,7,242,8113,1,8148,0,2.811245,99.993851,98.528252,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.872780,120371,5,162,5442,0,5421,2,2.994012,99.981590,98.513412,
2,cube0,60.918335,109653,3842,2624,319,2885,326,2876,59.418495,10.068686,34.858608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.826111,123887,7,242,8133,1,8128,1,2.811245,99.987701,98.522285,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.209999,120978,5,162,5421,1,5440,1,2.994012,99.981590,98.513145,
3,cube0,60.865002,109557,3842,2624,327,2881,318,2880,59.418495,10.068686,34.858608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.120552,124417,7,242,8143,1,8118,0,2.811245,99.993851,98.528252,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.067780,120722,5,162,5417,2,5445,0,2.994012,99.981590,98.513283,
4,cube0,60.506668,108912,3841,2625,321,2891,324,2870,59.403030,10.068686,34.850838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.794998,122031,7,242,8130,1,8129,2,2.811245,99.981552,98.516144,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.476112,119657,5,162,5442,2,5419,1,2.994012,99.972389,98.504219,
5,cube0,58.096111,104573,3842,2624,2,2887,3,2874,59.418495,0.086715,31.450294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
