block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,10.721666,19299,1,512,35,512,35,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.604445,28088,1,80,320,3,322,2,1.234568,99.227203,88.324173,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.605000,28089,17,64,258,0,259,1,20.987654,99.806953,89.148582,
1,cube0,10.704445,19268,1,512,28,521,26,520,0.194932,4.931507,3.420398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.902223,19624,17,64,67,1,67,0,20.987654,99.259262,69.907410,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.927222,19669,1,80,4,1,1,0,1.234568,83.333336,6.896552,
2,cube0,10.737223,19327,1,512,35,512,35,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.906667,19632,1,80,66,0,68,1,1.234568,99.259262,62.500000,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.938334,19689,17,64,3,0,2,1,20.987654,83.333336,25.287355,
3,cube0,10.700000,19260,1,512,34,513,36,512,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.905556,19630,17,64,66,0,68,1,20.987654,99.259262,69.907410,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.871111,19568,17,64,3,1,2,0,20.987654,83.333336,25.287355,
4,cube0,10.733334,19320,1,512,35,512,35,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.527778,27950,17,64,322,1,324,0,20.987654,99.845444,91.071426,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.545555,27982,17,64,259,0,258,1,20.987654,99.806953,89.148582,
5,cube0,10.657222,19183,1,512,36,514,34,512,0.194932,6.386861,4.412679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.917222,19651,17,64,66,2,67,0,20.987654,98.518517,69.444443,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.920000,19656,17,64,3,0,2,1,20.987654,83.333336,25.287355,
6,cube0,10.683888,19231,1,512,35,512,35,513,0.194932,6.392694,4.415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.891111,19604,1,80,67,1,67,0,1.234568,99.259262,62.500000,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.895555,19612,17,64,0,1,5,0,20.987654,83.333336,25.287355,
7,cube0,10.658889,19186,1,512,26,522,28,519,0.194932,4.931507,3.420398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.831111,19496,17,64,67,1,67,0,20.987654,99.259262,69.907410,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.856667,19542,1,80,3,1,2,0,1.234568,83.333336,6.896552,
