block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,99.987221,179977,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.494446,184490,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.519447,184535,
1,cube0,100.132774,180239,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.579445,184643,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.639999,184752,
2,cube0,100.101112,180182,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,100.440002,180792,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,100.536110,180965,
3,cube0,99.949448,179909,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,108.648331,195567,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,108.817780,195872,
4,cube0,99.934998,179883,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,106.718330,192093,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,106.771667,192189,
5,cube0,99.887222,179797,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.586113,184655,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.587776,184658,
6,cube0,100.086670,180156,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.716110,184889,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.728333,184911,
7,cube0,99.970558,179947,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.704445,184868,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.602776,184685,
8,cube0,100.168335,180303,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,100.525558,180946,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,100.533890,180961,
9,cube0,100.159447,180287,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,108.546112,195383,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,108.633331,195540,
10,cube0,100.191109,180344,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,108.756111,195761,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,108.729446,195713,
11,cube0,100.101112,180182,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,100.491112,180884,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,100.525002,180945,
12,cube0,99.970001,179946,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.551666,184593,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.589996,184662,
13,cube0,100.316109,180569,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.946663,185304,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.928337,185271,
14,cube0,100.227776,180410,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.818886,185074,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.873886,185173,
15,cube0,100.257774,180464,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,106.938889,192490,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,107.112778,192803,
16,cube0,100.342781,180617,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,109.070000,196326,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,109.122223,196420,
17,cube0,100.571663,181029,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,102.726669,184908,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,102.819443,185075,
18,cube0,99.400558,178921,43.619038,21.809519,174.476151,21.809519,0.000000,43.619038,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,99.588333,179259,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,99.606667,179292,
19,cube0,99.340553,178813,8.723807,4.361904,34.895229,4.361904,0.000000,8.723807,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,99.297226,178735,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,99.342781,178817,
