block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,10.923889,19663,1.209444,0.063655,0.926667,0.048772,1.758889,0.092573,0.001111,0.000058,1716.613770,1.807222,0.095117,135.091644,0.000000,4.740000,0.249474,0.084444,0.300000,1.933333,0.000000,0.000000,0.000000,0.127778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.222778,2.766111,1.615556,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.891111,28604,6.015000,0.316579,0.907222,0.047749,84.227608,0.401111,0.021111,95.103249,0.000000,6.525000,0.343421,1.001667,2.302222,0.000000,0.000000,0.000000,0.000000,0.102222,0.778889,NA,NA,NA,1.354445,1.771667,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.885000,28593,4.187222,0.220380,0.738333,0.038860,82.666130,0.427222,0.022485,89.290710,0.000000,6.470556,0.340556,0.947778,1.990000,0.000000,0.000000,0.000000,0.000000,0.124444,0.230556,NA,NA,NA,1.011667,3.883333,
1,cube0,10.854445,19538,1.209444,0.063655,0.926667,0.048772,1.960000,0.103158,0.001111,0.000058,1716.613770,1.852778,0.097515,131.770050,0.000000,3.837778,0.201988,0.077222,0.291667,2.042778,0.000000,0.000000,0.000000,0.133889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753889,2.798889,0.890556,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.035000,19863,2.167222,0.114064,0.205556,0.010819,74.811882,0.407778,0.021462,93.548431,0.000000,6.178333,0.325175,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.108333,0.750556,NA,NA,NA,1.591667,1.345000,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.046111,19883,0.339444,0.017865,0.001111,0.000058,0.000000,0.473333,0.024912,80.592194,0.000000,6.047778,0.318304,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.123333,0.230556,NA,NA,NA,1.038889,3.465556,
2,cube0,10.831111,19496,1.209444,0.063655,0.926667,0.048772,1.913889,0.100731,0.001111,0.000058,1716.613770,1.962222,0.103275,124.420479,0.000000,4.872778,0.256462,0.077222,0.291667,2.031667,0.000000,0.000000,0.000000,0.097778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279444,2.762222,0.988333,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.010555,19819,2.167222,0.114064,0.199444,0.010497,77.104172,0.549444,0.028918,69.428268,0.000000,6.612222,0.348012,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.108333,0.738889,NA,NA,NA,1.239444,0.757778,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.006111,19811,0.339444,0.017865,0.001111,0.000058,0.000000,0.572222,0.030117,66.664604,0.000000,6.595000,0.347105,0.931667,1.938333,0.000000,0.000000,0.000000,0.000000,0.115556,0.230556,NA,NA,NA,0.948333,2.866111,
3,cube0,10.822778,19481,1.209444,0.063655,0.926667,0.048772,1.918333,0.100965,0.001111,0.000058,1716.613770,1.798889,0.094678,135.717453,0.000000,5.048889,0.265731,0.076111,0.292222,2.132222,0.000000,0.000000,0.000000,0.123333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440556,2.795000,0.000000,NA,NA,
