block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,31.618889,56914,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,39.431667,70977,60.518703,63.870865,0.002106,0.010879,
0,vector1,NA,NA,37.712776,67883,40.372005,43.572567,0.002106,0.007721,
1,cube0,31.350000,56430,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,33.353889,60037,51.321293,50.933857,0.002106,0.010879,
1,vector1,NA,NA,33.321667,59979,34.240398,34.947891,0.002106,0.007721,
2,cube0,31.986666,57576,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,39.389999,70902,60.518703,63.870865,0.002106,0.010879,
2,vector1,NA,NA,37.759445,67967,40.372005,43.572567,0.002106,0.007721,
3,cube0,31.987223,57577,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,33.333332,60000,51.321293,50.933857,0.002106,0.010879,
3,vector1,NA,NA,33.271111,59888,34.240398,34.947891,0.002106,0.007721,
4,cube0,31.042778,55877,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,39.158890,70486,60.518703,63.870865,0.002106,0.010879,
4,vector1,NA,NA,37.447224,67405,40.372005,43.572567,0.002106,0.007721,
5,cube0,31.173889,56113,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,33.269444,59885,51.321293,50.933857,0.002106,0.010879,
5,vector1,NA,NA,33.232224,59818,34.240398,34.947891,0.002106,0.007721,
6,cube0,31.542223,56776,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,38.994446,70190,60.518703,63.870865,0.002106,0.010879,
6,vector1,NA,NA,37.401669,67323,40.372005,43.572567,0.002106,0.007721,
7,cube0,31.713888,57085,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,33.239445,59831,51.321293,50.933857,0.002106,0.010879,
7,vector1,NA,NA,33.178890,59722,34.240398,34.947891,0.002106,0.007721,
8,cube0,24.332777,43799,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,39.662777,71393,44.010540,48.962986,0.002106,0.010879,
8,vector1,NA,NA,37.814445,68066,29.366562,33.633980,0.002106,0.007721,
9,cube0,24.317223,43771,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,33.157776,59684,34.240398,34.947891,0.002106,0.010879,
9,vector1,NA,NA,33.128334,59631,22.853138,24.290583,0.002106,0.007721,
10,cube0,24.511110,44120,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,33.144444,59660,34.240398,34.947891,0.002106,0.010879,
10,vector1,NA,NA,33.113888,59605,22.853138,24.290583,0.002106,0.007721,
11,cube0,24.380556,43885,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,39.689445,71441,44.010540,48.962986,0.002106,0.010879,
11,vector1,NA,NA,37.843887,68119,29.366562,33.633980,0.002106,0.007721,
12,cube0,24.403334,43926,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,33.123890,59623,34.240398,34.947891,0.002106,0.010879,
12,vector1,NA,NA,33.102222,59584,22.853138,24.290583,0.002106,0.007721,
13,cube0,25.064444,45116,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,33.102779,59585,34.240398,34.947891,0.002106,0.010879,
13,vector1,NA,NA,33.085556,59554,22.853138,24.290583,0.002106,0.007721,
14,cube0,24.721666,44499,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,39.568333,71223,44.010540,48.962986,0.002106,0.010879,
14,vector1,NA,NA,37.773335,67992,29.366562,33.633980,0.002106,0.007721,
15,cube0,25.801111,46442,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,33.096111,59573,34.240398,34.947891,0.002106,0.010879,
15,vector1,NA,NA,33.071667,59529,22.853138,24.290583,0.002106,0.007721,
16,cube0,25.526112,45947,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,33.071667,59529,34.240398,34.947891,0.002106,0.010879,
16,vector1,NA,NA,33.068333,59523,22.853138,24.290583,0.002106,0.007721,
17,cube0,25.782223,46408,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,39.674999,71415,44.010540,48.962986,0.002106,0.010879,
17,vector1,NA,NA,37.947224,68305,29.366562,33.633980,0.002106,0.007721,
18,cube0,25.890556,46603,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,33.060001,59508,34.240398,34.947891,0.002106,0.010879,
18,vector1,NA,NA,33.063332,59514,22.853138,24.290583,0.002106,0.007721,
19,cube0,25.783333,46410,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,33.047779,59486,34.240398,34.947891,0.002106,0.010879,
19,vector1,NA,NA,33.038334,59469,22.853138,24.290583,0.002106,0.007721,
