block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
0,cube0,31.618889,56914,0.084683,0.084683,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.431667,70977,0.547963,0.070066,0.000000,0.001653,0.000000,0.059762,335808,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.712776,67883,0.382751,0.048466,0.000000,0.001243,0.000000,0.044934,229888,
1,cube0,31.350000,56430,0.084683,0.084683,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.353889,60037,0.461733,0.076098,0.000000,0.001799,0.000000,0.044590,304896,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.321667,59979,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
2,cube0,31.986666,57576,0.084683,0.084683,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.389999,70902,0.547963,0.070066,0.000000,0.001653,0.000000,0.059762,335808,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.759445,67967,0.382751,0.048466,0.000000,0.001243,0.000000,0.044934,229888,
3,cube0,31.987223,57577,0.084418,0.084418,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.333332,60000,0.461733,0.076098,0.000000,0.001799,0.000000,0.044590,304896,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.271111,59888,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
4,cube0,31.042778,55877,0.084683,0.084683,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.158890,70486,0.547963,0.070066,0.000000,0.001653,0.000000,0.059762,335808,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.447224,67405,0.382751,0.048466,0.000000,0.001243,0.000000,0.044934,229888,
5,cube0,31.173889,56113,0.084683,0.084683,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.269444,59885,0.461733,0.076098,0.000000,0.001799,0.000000,0.044590,304896,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.232224,59818,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
6,cube0,31.542223,56776,0.084114,0.084114,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.994446,70190,0.547963,0.070066,0.000000,0.001653,0.000000,0.059762,335808,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.401669,67323,0.382751,0.048466,0.000000,0.001243,0.000000,0.044934,229888,
7,cube0,31.713888,57085,0.084114,0.084114,0.000000,98304,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.239445,59831,0.461733,0.076098,0.000000,0.001799,0.000000,0.044590,304896,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.178890,59722,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
8,cube0,24.332777,43799,0.055886,0.055886,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.662777,71393,0.421693,0.046376,0.000000,0.001190,0.000000,0.049180,240192,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.814445,68066,0.298571,0.032434,0.000000,0.000926,0.000000,0.037989,166144,
9,cube0,24.317223,43771,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.157776,59684,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.128334,59631,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
10,cube0,24.511110,44120,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.144444,59660,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.113888,59605,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
11,cube0,24.380556,43885,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.689445,71441,0.421693,0.046376,0.000000,0.001190,0.000000,0.049180,240192,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.843887,68119,0.298571,0.032434,0.000000,0.000926,0.000000,0.037989,166144,
12,cube0,24.403334,43926,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.123890,59623,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.102222,59584,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
13,cube0,25.064444,45116,0.055886,0.055886,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.102779,59585,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.085556,59554,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
14,cube0,24.721666,44499,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.568333,71223,0.421693,0.046376,0.000000,0.001190,0.000000,0.049180,240192,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.773335,67992,0.298571,0.032434,0.000000,0.000926,0.000000,0.037989,166144,
15,cube0,25.801111,46442,0.055886,0.055886,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.096111,59573,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.071667,59529,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
16,cube0,25.526112,45947,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.071667,59529,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.068333,59523,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
17,cube0,25.782223,46408,0.056455,0.056455,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.674999,71415,0.421693,0.046376,0.000000,0.001190,0.000000,0.049180,240192,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.947224,68305,0.298571,0.032434,0.000000,0.000926,0.000000,0.037989,166144,
18,cube0,25.890556,46603,0.055992,0.055992,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.060001,59508,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.063332,59514,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
19,cube0,25.783333,46410,0.056190,0.056190,0.000000,65536,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.047779,59486,0.325265,0.052937,0.000000,0.001349,0.000000,0.034934,209280,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.038334,59469,0.234286,0.037434,0.000000,0.001058,0.000000,0.028862,145536,
