block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,42.792778,77027,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,51.375000,92475,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.310555,92359,
1,cube0,42.727779,76910,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.963890,80935,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.923889,80863,
2,cube0,42.776112,76997,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,51.130001,92034,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.178333,92121,
3,cube0,42.704445,76868,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.916111,80849,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.832779,80699,
4,cube0,42.669998,76806,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.951668,91713,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.018333,91833,
5,cube0,42.657776,76784,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.766666,80580,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.830002,80694,
6,cube0,42.735001,76923,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,51.016109,91829,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.081112,91946,
7,cube0,42.480556,76465,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.639999,80352,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.659443,80387,
8,cube0,42.820000,77076,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,51.045555,91882,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.115555,92008,
9,cube0,42.355556,76240,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.491665,80085,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.532223,80158,
10,cube0,42.603333,76686,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,51.044445,91880,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.062778,91913,
11,cube0,42.352779,76235,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.505001,80109,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.377777,79880,
12,cube0,42.722221,76900,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,51.014999,91827,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.085556,91954,
13,cube0,42.423332,76362,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.576668,80238,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.482224,80068,
14,cube0,42.675556,76816,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.947777,91706,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,51.005001,91809,
15,cube0,42.169445,75905,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.267223,79681,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.205002,79569,
16,cube0,42.040554,75673,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.978889,75562,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.992779,75587,
17,cube0,42.048332,75687,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.992779,75587,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,42.023335,75642,
18,cube0,41.970001,75546,22.621918,11.310959,90.487671,11.310959,0.000000,22.621918,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.933887,75481,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.929443,75473,
19,cube0,41.993889,75589,4.524384,2.262192,18.097534,2.262192,0.000000,4.524384,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.926666,75468,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.959446,75527,
