block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,42.792778,77027,5.951667,0.112296,4.563889,0.086111,9.478889,0.178847,0.001111,0.000021,3433.227539,10.346666,0.195220,117.980331,0.000000,14.448889,0.272621,0.426111,1.691667,9.671111,0.000000,0.000000,0.000000,0.126111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521111,10.956111,12.971111,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.375000,92475,29.165001,0.550283,6.895555,0.130105,84.606712,0.919444,0.017348,66.382652,0.000000,26.226667,0.494843,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.154444,21.707222,NA,NA,NA,1.785000,1.943333,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.310555,92359,29.165001,0.550283,7.577222,0.142966,76.995270,0.874444,0.016499,69.798782,0.000000,27.692223,0.522495,1.947222,5.975000,0.008333,0.000000,0.000000,1.460556,0.175556,22.496111,NA,NA,NA,0.533333,1.156111,
1,cube0,42.727779,76910,6.036111,0.113889,4.563889,0.086111,6.129445,0.115650,0.001111,0.000021,3433.227539,9.505000,0.179340,128.427475,0.000000,14.571667,0.274937,0.421111,1.680556,6.918334,0.000000,0.000000,0.000000,0.135000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.676666,4.483889,10.942223,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.963890,80935,15.591666,0.294182,4.092222,0.077212,75.098938,1.085556,0.020482,63.252911,0.000000,16.963333,0.320063,1.629444,4.482222,0.001667,0.000000,0.000000,0.282222,0.153333,14.224444,NA,NA,NA,0.603889,12.275556,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.923889,80863,6.456111,0.121813,1.423333,0.026855,86.266212,0.801111,0.015115,85.711639,0.000000,15.283889,0.288375,1.380000,3.088889,0.001667,0.000000,0.000000,0.285556,0.186111,5.095556,NA,NA,NA,8.513889,16.058332,
2,cube0,42.776112,76997,5.999444,0.113197,4.563889,0.086111,7.722222,0.145702,0.001111,0.000021,3433.227539,9.890000,0.186604,123.428024,0.000000,15.735556,0.296897,0.436111,1.726667,8.498333,0.000000,0.000000,0.000000,0.153889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.750556,11.076667,5.786667,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.130001,92034,24.677778,0.465618,6.137778,0.115807,80.019554,1.396111,0.026342,65.576973,0.000000,20.110556,0.379444,1.836667,5.315000,0.005000,0.000000,0.000000,0.874444,0.188889,17.871111,NA,NA,NA,1.767222,6.478333,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.178333,92121,20.110001,0.379434,5.093333,0.096101,78.313019,1.192222,0.022495,76.791664,0.000000,20.578333,0.388270,1.710000,4.617778,0.005000,0.000000,0.000000,0.878333,0.190000,12.883333,NA,NA,NA,6.301667,6.532222,
3,cube0,42.704445,76868,5.951667,0.112296,4.563889,0.086111,8.499444,0.160367,0.001111,0.000021,3433.227539,9.763333,0.184214,125.029343,0.000000,14.752778,0.278354,0.421667,1.687222,9.265000,0.000000,0.000000,0.000000,0.107778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.660000,5.139444,11.869445,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.916111,80849,20.159445,0.380367,5.262778,0.099298,75.927498,0.722778,0.013637,95.000916,0.000000,21.143888,0.398941,1.761667,5.183889,0.005000,0.000000,0.000000,0.871667,0.186667,18.149445,NA,NA,NA,0.547222,7.263333,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.832779,80699,15.591666,0.294182,3.895000,0.073491,78.901550,0.820000,0.015472,83.737251,0.000000,18.870556,0.356048,1.638333,4.486111,0.005000,0.000000,0.000000,0.875000,0.176667,14.424444,NA,NA,NA,2.510000,11.685000,
4,cube0,42.669998,76806,5.999444,0.113197,4.563889,0.086111,6.181667,0.116635,0.001111,0.000021,3433.227539,9.483889,0.178941,128.713348,0.000000,16.226667,0.306164,0.443889,1.746111,7.381111,0.000000,0.000000,0.000000,0.150000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.791667,8.052778,4.944445,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.951668,91713,20.110001,0.379434,5.208889,0.098281,76.575691,1.313889,0.024790,69.680725,0.000000,15.757778,0.297317,1.713333,4.640000,0.001667,0.000000,0.000000,0.289444,0.136111,13.282222,NA,NA,NA,1.975000,12.523889,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.018333,91833,10.974444,0.207065,2.419445,0.045650,88.589874,1.218333,0.022987,75.145882,0.000000,13.937222,0.262966,1.462778,3.246667,0.001667,0.000000,0.000000,0.289444,0.170556,3.776667,NA,NA,NA,11.690000,13.972222,
5,cube0,42.657776,76784,5.975555,0.112746,4.563889,0.086111,7.127222,0.134476,0.001111,0.000021,3433.227539,9.544444,0.180084,127.896729,0.000000,16.798334,0.316950,0.422222,1.680556,8.752778,0.000000,0.000000,0.000000,0.125556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426667,10.970000,11.484445,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.766666,80580,24.646667,0.465031,5.910555,0.111520,83.216805,0.414444,0.007820,92.043640,0.000000,26.099445,0.492442,1.883333,5.872222,0.008333,0.000000,0.000000,1.460556,0.138333,21.811111,NA,NA,NA,1.725000,1.265000,
