block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,11.059444,19907,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.987778,28778,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,16.053888,28897,
1,cube0,11.115556,20008,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.276111,20297,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.305555,20350,
2,cube0,10.988889,19780,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.147223,20065,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.207778,20174,
3,cube0,10.997222,19795,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.146667,20064,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.645555,20962,
4,cube0,11.032222,19858,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.881111,28586,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.953333,28716,
5,cube0,10.952778,19715,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.137777,20048,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.180555,20125,
6,cube0,10.941667,19695,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.155556,20080,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.186666,20136,
7,cube0,10.943889,19699,13.041439,6.520720,52.165756,6.520720,0.000000,13.041439,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,11.075556,19936,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,11.100000,19980,
