block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,11.059444,19907,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,15.987778,28778,27.076269,39.519127,0.000796,0.420281,
0,vector1,NA,NA,16.053888,28897,17.740940,28.617298,0.000796,0.413913,
1,cube0,11.115556,20008,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,11.276111,20297,9.513628,13.321626,0.000796,0.420281,
1,vector1,NA,NA,11.305555,20350,0.178301,2.419798,0.000796,0.413913,
2,cube0,10.988889,19780,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,11.147223,20065,9.513628,13.321626,0.000796,0.420281,
2,vector1,NA,NA,11.207778,20174,0.178301,2.419798,0.000796,0.413913,
3,cube0,10.997222,19795,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,11.146667,20064,9.513628,13.321626,0.000796,0.420281,
3,vector1,NA,NA,11.645555,20962,0.178301,2.419798,0.000796,0.413913,
4,cube0,11.032222,19858,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,15.881111,28586,27.076269,39.519127,0.000796,0.420281,
4,vector1,NA,NA,15.953333,28716,17.740940,28.617298,0.000796,0.413913,
5,cube0,10.952778,19715,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,11.137777,20048,9.513628,13.321626,0.000796,0.420281,
5,vector1,NA,NA,11.180555,20125,0.178301,2.419798,0.000796,0.413913,
6,cube0,10.941667,19695,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,11.155556,20080,9.513628,13.321626,0.000796,0.420281,
6,vector1,NA,NA,11.186666,20136,0.178301,2.419798,0.000796,0.413913,
7,cube0,10.943889,19699,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,11.075556,19936,9.513628,13.321626,0.000796,0.420281,
7,vector1,NA,NA,11.100000,19980,0.178301,2.419798,0.000796,0.413913,
