block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,99.332222,178798,0.376827,0.245611,0.050931,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,101.903893,183427,0.118003,0.094670,0.006517,0.016817,0.000000,0.239730,0.506071,0.013198,
0,vector1,NA,NA,NA,NA,NA,NA,101.843330,183318,0.088754,0.071006,0.005135,0.012613,0.000000,0.196677,0.408829,0.002603,
1,cube0,99.426666,178968,0.370115,0.240120,0.051356,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,101.913330,183444,0.118003,0.094670,0.006517,0.016817,0.000000,0.254439,0.518463,0.023719,
1,vector1,NA,NA,NA,NA,NA,NA,101.928886,183472,0.088754,0.071006,0.005135,0.012613,0.000000,0.194695,0.405045,0.002603,
2,cube0,99.673889,179413,0.385551,0.254394,0.051772,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,100.056664,180102,0.117688,0.094665,0.006206,0.016817,0.000000,0.247553,0.509780,0.012292,
2,vector1,NA,NA,NA,NA,NA,NA,100.050003,180090,0.088438,0.071001,0.004825,0.012613,0.000000,0.187763,0.401031,0.001727,
3,cube0,99.587219,179257,0.388909,0.257693,0.052197,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,108.451668,195213,0.103979,0.082848,0.006416,0.014715,0.000000,0.233664,0.443569,0.015075,
3,vector1,NA,NA,NA,NA,NA,NA,108.771111,195788,0.059760,0.047347,0.004004,0.008408,0.000000,0.133779,0.264294,0.014269,
4,cube0,99.580002,179244,0.393283,0.264349,0.050931,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,106.591667,191865,0.103664,0.082843,0.006106,0.014715,0.000000,0.222357,0.430220,0.025010,
4,vector1,NA,NA,NA,NA,NA,NA,106.415001,191547,0.059444,0.047342,0.003694,0.008408,0.000000,0.134039,0.269304,0.024134,
5,cube0,99.498337,179097,0.387968,0.258398,0.050506,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,102.127777,183830,0.103033,0.082833,0.005485,0.014715,0.000000,0.213243,0.432142,0.012497,
5,vector1,NA,NA,NA,NA,NA,NA,102.227776,184010,0.058814,0.047332,0.003073,0.008408,0.000000,0.124344,0.263123,0.011657,
6,cube0,99.639442,179351,0.367212,0.239650,0.051346,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,102.293335,184128,0.118003,0.094670,0.006517,0.016817,0.000000,0.246842,0.511471,0.013198,
6,vector1,NA,NA,NA,NA,NA,NA,102.312225,184162,0.088754,0.071006,0.005135,0.012613,0.000000,0.194444,0.406181,0.002603,
7,cube0,99.639442,179351,0.374399,0.244279,0.050571,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,102.252777,184055,0.118003,0.094670,0.006517,0.016817,0.000000,0.254004,0.518834,0.023674,
7,vector1,NA,NA,NA,NA,NA,NA,102.302223,184144,0.088754,0.071006,0.005135,0.012613,0.000000,0.195636,0.407663,0.002603,
8,cube0,99.738892,179530,0.377993,0.247092,0.051346,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,100.113335,180204,0.117688,0.094665,0.006206,0.016817,0.000000,0.255385,0.524059,0.012297,
8,vector1,NA,NA,NA,NA,NA,NA,100.120552,180217,0.088438,0.071001,0.004825,0.012613,0.000000,0.174204,0.390666,0.001727,
