block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,42.162224,75892,5.951667,0.110216,4.563889,0.084516,9.203889,0.170442,0.001111,0.000021,3433.227539,10.100555,0.187047,120.855057,0.000000,12.315556,0.228066,0.427222,1.691111,9.463333,0.000000,0.000000,0.000000,0.122222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763889,11.581111,14.716666,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.696110,91253,29.165001,0.540093,7.845556,0.145288,74.361885,1.027778,0.019033,59.385555,0.000000,26.587223,0.492356,1.947222,5.975000,0.008333,0.000000,0.000000,1.460556,0.187778,23.234444,NA,NA,NA,0.447778,1.478889,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.657776,91184,29.165001,0.540093,8.148334,0.150895,71.598717,1.033333,0.019136,59.066280,0.000000,24.780556,0.458899,1.946667,5.975000,0.008333,0.000000,0.000000,1.460556,0.175000,23.176666,NA,NA,NA,2.731667,1.407778,
1,cube0,42.095554,75772,6.023334,0.111543,4.566111,0.084558,6.496111,0.120298,0.001111,0.000021,3433.227539,9.461667,0.175216,129.015656,0.000000,12.712222,0.235412,0.420000,1.681111,6.816111,0.000000,0.000000,0.000000,0.133889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.055555,4.562222,12.018888,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.298889,79738,15.591666,0.288735,4.056667,0.075123,75.757156,0.758333,0.014043,90.546661,0.000000,15.537778,0.287737,1.629444,4.482222,0.001667,0.000000,0.000000,0.282222,0.155000,13.310000,NA,NA,NA,0.702778,12.642777,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.285557,79714,6.456111,0.119558,1.800556,0.033344,68.193153,0.800556,0.014825,85.771126,0.000000,14.817778,0.274403,1.380000,3.088889,0.001667,0.000000,0.000000,0.285556,0.141111,5.483889,NA,NA,NA,7.694445,16.530556,
2,cube0,42.283890,76111,5.975555,0.110658,4.563889,0.084516,8.383889,0.155257,0.001111,0.000021,3433.227539,9.910556,0.183529,123.172005,0.000000,15.267222,0.282726,0.437222,1.726111,9.158889,0.000000,0.000000,0.000000,0.153889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.683889,10.852222,6.345556,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.628334,91131,24.677778,0.456996,5.773889,0.106924,85.062645,1.379444,0.025545,66.369278,0.000000,21.665001,0.401204,1.836111,5.315000,0.005000,0.000000,0.000000,0.875000,0.179444,17.478333,NA,NA,NA,0.571111,7.467778,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.634998,91143,20.110001,0.372407,4.734445,0.087675,84.249435,1.251667,0.023179,73.144669,0.000000,17.247223,0.319393,1.711667,4.617222,0.005000,0.000000,0.000000,0.878333,0.152222,12.614445,NA,NA,NA,9.798333,7.335556,
3,cube0,41.932220,75478,5.940556,0.110010,4.563889,0.084516,8.188334,0.151636,0.001111,0.000021,3433.227539,9.831111,0.182058,124.167358,0.000000,13.075556,0.242140,0.422778,1.686667,9.021667,0.000000,0.000000,0.000000,0.108333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.622222,5.514444,13.280000,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.129444,79433,20.159445,0.373323,5.665555,0.104918,70.529633,0.802778,0.014866,85.533699,0.000000,20.208889,0.374239,1.762222,5.183333,0.005000,0.000000,0.000000,0.871667,0.187222,19.108889,NA,NA,NA,0.522778,8.153889,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.135555,79444,15.591666,0.288735,4.559444,0.084434,67.403290,0.905556,0.016770,75.825882,0.000000,19.125555,0.354177,1.638333,4.486111,0.005000,0.000000,0.000000,0.875000,0.163889,15.280556,NA,NA,NA,2.207778,12.964444,
4,cube0,42.119446,75815,6.047222,0.111986,4.575555,0.084733,6.044445,0.111934,0.001111,0.000021,3433.227539,9.655556,0.178807,126.424942,0.000000,15.601666,0.288920,0.445000,1.745556,6.843889,0.000000,0.000000,0.000000,0.147778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.422222,8.115556,5.340556,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.520000,90936,20.110001,0.372407,5.287778,0.097922,75.433250,1.123333,0.020802,81.500946,0.000000,15.876111,0.294002,1.713333,4.640000,0.001667,0.000000,0.000000,0.289444,0.177222,13.873333,NA,NA,NA,0.532222,12.994445,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.518890,90934,10.974444,0.203230,2.493889,0.046183,85.945404,1.241111,0.022984,73.766754,0.000000,13.037222,0.241430,1.462778,3.246667,0.001667,0.000000,0.000000,0.289444,0.157778,3.823889,NA,NA,NA,11.761111,14.476111,
5,cube0,42.073334,75732,5.975555,0.110658,4.563889,0.084516,7.674445,0.142119,0.001111,0.000021,3433.227539,9.687778,0.179403,126.004456,0.000000,15.963889,0.295628,0.421111,1.681111,9.198889,0.000000,0.000000,0.000000,0.127778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398889,11.446111,11.247778,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.245556,79642,24.646667,0.456420,6.668334,0.123488,73.760193,0.430000,0.007963,88.713890,0.000000,25.587223,0.473837,1.883333,5.872222,0.008333,0.000000,0.000000,1.460556,0.183333,22.540001,NA,NA,NA,2.119444,1.234444,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.235001,79623,24.646667,0.456420,6.458889,0.119609,76.152031,0.442222,0.008189,86.262001,0.000000,25.660555,0.475195,1.883333,5.872222,0.008333,0.000000,0.000000,1.460556,0.156111,22.340555,NA,NA,NA,1.971667,1.188333,
6,cube0,42.293888,76129,5.988333,0.110895,4.563889,0.084516,6.515000,0.120648,0.001111,0.000021,3433.227539,9.393888,0.173961,129.946518,0.000000,16.285555,0.301584,0.447222,1.755556,8.330000,0.000000,0.000000,0.000000,0.149444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.521111,3.843333,4.027778,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.671665,91209,17.745556,0.328621,3.995556,0.073992,88.283157,0.941667,0.017438,64.816093,0.000000,12.496111,0.231409,1.648889,4.299445,0.000000,0.000000,0.000000,0.000000,0.187222,10.743333,NA,NA,NA,2.333889,16.164444,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.665554,91198,6.319445,0.117027,1.421667,0.026327,85.864227,0.952778,0.017644,64.060226,0.000000,10.377222,0.192171,1.333889,2.557222,0.000000,0.000000,0.000000,0.000000,0.149444,0.265000,NA,NA,NA,12.763333,19.106112,
